pos_ticket_id
77625388	85	66015	2
77625389	85	66023	2
77625390	85	66024	2
77625391	85	66025	2
77625392	85	66088	2
77625393	85	66133	2
77625394	85	66134	2
77625395	85	66172	2
77625396	85	66296	2
77625397	85	66299	2
77625398	85	66300	2
77625399	85	66304	2
77625400	85	66306	2
77625402	85	66310	2
77625403	85	66312	2
77625404	85	66314	2
77625405	85	66335	2
77625406	85	66337	2
77625407	85	66339	2
77625408	85	66344	2
77625409	85	66345	2
77625410	85	66346	2
77625411	85	66381	2
77625412	85	66403	2
77625413	85	66404	2
77625414	85	66406	2
77625415	85	66421	2
77625416	85	66422	2
77625417	85	66424	2
77625418	85	66431	2
77625419	85	66435	2
77625420	85	66436	2
77625421	85	66437	2
77625422	85	66438	2
77625423	85	66439	2
77625424	85	66441	2
77625425	85	66445	2
77625426	85	66458	2
77625427	85	66473	2
77625428	85	66475	2
77625429	85	66517	2
77625430	85	66552	2
77625431	85	66578	2
77625432	85	66579	2
77625433	85	66580	2
77625434	85	66644	2
77625435	85	66645	2
77625436	85	66733	2
77625437	85	66734	2
77625438	85	66743	2
77625439	85	66853	2
77625440	85	66898	2
77625441	85	66908	2
77625446	85	66946	2
73779312	137	59337	2
73779316	137	59340	2
73779321	137	61395	2
73779323	137	61426	2
6947302	347	17555	2
6947305	347	17558	2
6947325	347	17561	2
6947332	347	17564	2
6947308	347	22911	2
77491692	347	24231	3
77491689	347	49119	3
6419827	405	14621	2
6697235	405	22803	2
79923006	501	22144	2
