vt_group_no,transaction_id,hotel_id,ticket_id,ticketpriceschedule_id,channel_id,reseller_id,sale_price,Distributor_price,commission
173647952190932,173647952190932012R,27476,70902,428568,1430,1380,135,40.5,30
173614047555611,173614047555611002R,722,13931,428458,10,17,135,40.5,30
173228646445821,173228646445821061R,722,70902,428568,10,17,135,40.5,30
173687115425363,173687115425363001R,457,15605,428532,12,15,135,40.5,30
173673849944242,173673849944242001R,27476,70902,428568,1430,1380,135,40.5,30
173600195709523,173600195709523004R,722,15605,428532,10,17,135,40.5,30
173656850207702,173656850207702001R,722,70902,428568,10,17,135,40.5,30
173687499493502,173687499493502001R,722,70902,428568,10,17,135,40.5,30
173636509811106,173636509811106001R,722,15605,428532,10,17,135,40.5,30
173578057408672,173578057408672003R,722,15605,428532,10,17,135,40.5,30
173682198749400,173682198749400001R,722,13931,428458,10,17,135,40.5,30
173695511375261,173695511375261025R,722,70902,428568,10,17,135,40.5,30
173671781374340,173671781374340002R,722,70902,428568,10,17,135,40.5,30
173679833036861,173679833036861002R,722,70902,428568,10,17,135,40.5,30
173658959552791,173658959552791006R,457,15605,428532,12,15,135,40.5,30
173584613999924,173584613999924002R,722,15605,428532,10,17,135,40.5,30
173549746857499,173549746857499013R,722,13931,428458,10,17,135,40.5,30
173687115425363,173687115425363004R,457,15605,428532,12,15,135,40.5,30
173614047555611,173614047555611001R,722,13931,428458,10,17,135,40.5,30
173593097319695,173593097319695001R,722,15605,428532,10,17,135,40.5,30
173593941360239,173593941360239001R,457,70902,428568,12,15,135,40.5,30
173669187506848,173669187506848003R,722,15605,428532,10,17,135,40.5,30
173661679389886,173661679389886003R,457,15605,428532,12,15,135,40.5,30
173598930567370,173598930567370002R,722,70902,428568,10,17,135,40.5,30
173595712852816,173595712852816002R,457,70902,428568,12,15,135,40.5,30
173688546708042,173688546708042002R,722,70902,428568,10,17,135,40.5,30
173586675533682,173586675533682001R,722,70902,428568,10,17,135,40.5,30
173637909897385,173637909897385021R,722,70902,428568,10,17,135,40.5,30
173648130088767,173648130088767002R,27476,70902,428568,1430,1380,135,40.5,30
173605439121296,173605439121296020R,457,15605,428532,12,15,135,40.5,30
173575515770029,173575515770029001R,722,70902,428568,10,17,135,40.5,30
173664029169680,173664029169680001R,722,15605,428532,10,17,135,40.5,30
173671056118658,173671056118658049R,722,13931,428458,10,17,135,40.5,30
173698393783183,173698393783183003R,457,15605,428532,12,15,135,40.5,30
173621138412669,173621138412669001R,722,15605,428532,10,17,135,40.5,30
173610043217346,173610043217346002R,457,15605,428532,12,15,135,40.5,30
173637909897385,173637909897385041R,722,70902,428568,10,17,135,40.5,30
173647175784646,173647175784646001R,722,13931,428458,10,17,135,40.5,30
173603549502481,173603549502481002R,722,15605,428532,10,17,135,40.5,30
173678807815508,173678807815508026R,457,15605,428532,12,15,135,40.5,30
173628065664809,173628065664809001R,722,15605,428532,10,17,135,40.5,30
173669935014207,173669935014207001R,722,70902,428568,10,17,135,40.5,30
173605439121296,173605439121296003R,457,15605,428532,12,15,135,40.5,30
173658959552791,173658959552791004R,457,15605,428532,12,15,135,40.5,30
173628044048788,173628044048788001R,722,70902,428568,10,17,135,40.5,30
173600195709523,173600195709523006R,722,15605,428532,10,17,135,40.5,30
173630155077250,173630155077250001R,722,70902,428568,10,17,135,40.5,30
173662418860361,173662418860361001R,722,70902,428568,10,17,135,40.5,30
173679937458720,173679937458720001R,44063,70902,428568,830,541,135,40.5,30
173574778853763,173574778853763014R,722,15605,428532,10,17,135,40.5,30
173310388093736,173310388093736001R,722,15605,428532,10,17,135,40.5,30
173645426509046,173645426509046001R,457,15605,428532,12,15,135,40.5,30
173600195709523,173600195709523003R,722,15605,428532,10,17,135,40.5,30
173608120299158,173608120299158002R,457,14048,429762,12,15,135,40.5,30
173612084944433,173612084944433002R,722,70902,428568,10,17,135,40.5,30
173579034565802,173579034565802002R,722,70902,428568,10,17,135,40.5,30
173658959552791,173658959552791005R,457,15605,428532,12,15,135,40.5,30
173584457075502,173584457075502001R,722,15605,428532,10,17,135,40.5,30
173587302924336,173587302924336001R,722,70902,428568,10,17,135,40.5,30
173358887308930,173358887308930007R,457,15605,428532,12,15,135,40.5,30
173661679389886,173661679389886002R,457,15605,428532,12,15,135,40.5,30
173681892671623,173681892671623003R,457,70902,428568,12,15,135,40.5,30
173583641617177,173583641617177001R,722,15605,428532,10,17,135,40.5,30
173095473142613,173095473142613001R,457,70902,428568,12,15,135,40.5,30
173651733668539,173651733668539001R,722,13931,428458,10,17,135,40.5,30
173605439121296,173605439121296001R,457,15605,428532,12,15,135,40.5,30
173661549346041,173661549346041001R,722,15605,428532,10,17,135,40.5,30
173600208266608,173600208266608001R,722,15605,428532,10,17,135,40.5,30
173585059878407,173585059878407002R,722,13931,428458,10,17,135,40.5,30
173632653543257,173632653543257002R,722,13931,428458,10,17,135,40.5,30
173650156214286,173650156214286003R,722,70902,428568,10,17,135,40.5,30
173593614306383,173593614306383001R,722,15605,428532,10,17,135,40.5,30
173593941360239,173593941360239002R,457,70902,428568,12,15,135,40.5,30
173600195709523,173600195709523002R,722,15605,428532,10,17,135,40.5,30
173621138412669,173621138412669002R,722,15605,428532,10,17,135,40.5,30
173651733668539,173651733668539002R,722,13931,428458,10,17,135,40.5,30
173095473142613,173095473142613002R,457,70902,428568,12,15,135,40.5,30
173605439121296,173605439121296021R,457,15605,428532,12,15,135,40.5,30
173228646445821,173228646445821041R,722,70902,428568,10,17,135,40.5,30
173652861341543,173652861341543001R,722,15605,428532,10,17,135,40.5,30
173661679389886,173661679389886006R,457,15605,428532,12,15,135,40.5,30
173593097319695,173593097319695002R,722,15605,428532,10,17,135,40.5,30
173671968913549,173671968913549003R,722,70902,428568,10,17,135,40.5,30
173687115425363,173687115425363003R,457,15605,428532,12,15,135,40.5,30
173639314003488,173639314003488002R,27476,70902,428568,1430,1380,135,40.5,30
173661679389886,173661679389886005R,457,15605,428532,12,15,135,40.5,30
173583912865014,173583912865014001R,457,70902,428568,12,15,135,40.5,30
173609690345682,173609690345682001R,722,15605,428532,10,17,135,40.5,30
173681046199145,173681046199145001R,722,15605,428532,10,17,135,40.5,30
172978629590434,172978629590434002R,722,70902,428568,10,17,135,40.5,30
173574778853763,173574778853763002R,722,15605,428532,10,17,135,40.5,30
173661679389886,173661679389886001R,457,15605,428532,12,15,135,40.5,30
173687423415925,173687423415925003R,722,15605,428532,10,17,135,40.5,30
173637909897385,173637909897385031R,722,70902,428568,10,17,135,40.5,30
173603910130580,173603910130580002R,722,15605,428532,10,17,135,40.5,30
173687499493502,173687499493502002R,722,70902,428568,10,17,135,40.5,30
173549746857499,173549746857499002R,722,13931,428458,10,17,135,40.5,30
173658959552791,173658959552791001R,457,15605,428532,12,15,135,40.5,30
173574774620788,173574774620788001R,457,15605,428532,12,15,135,40.5,30
173696790199058,173696790199058002R,457,15605,428532,12,15,135,40.5,30
173574774620788,173574774620788002R,457,15605,428532,12,15,135,40.5,30
173595305699355,173595305699355001R,457,15605,428532,12,15,135,40.5,30
173595305699355,173595305699355002R,457,15605,428532,12,15,135,40.5,30
173584613999924,173584613999924001R,722,15605,428532,10,17,135,40.5,30
173582565532612,173582565532612001R,722,15605,428532,10,17,135,40.5,30
173678807815508,173678807815508001R,457,15605,428532,12,15,135,40.5,30
172978629590434,172978629590434001R,722,70902,428568,10,17,135,40.5,30
173611386312136,173611386312136001R,722,70902,428568,10,17,135,40.5,30
173652612907285,173652612907285026R,722,15605,428532,10,17,135,40.5,30
173664316614929,173664316614929001R,457,15605,428532,12,15,135,40.5,30
173696790199058,173696790199058001R,457,15605,428532,12,15,135,40.5,30
173698393783183,173698393783183002R,457,15605,428532,12,15,135,40.5,30
173605463627274,173605463627274002R,457,15605,428532,12,15,135,40.5,30
173652861341543,173652861341543002R,722,15605,428532,10,17,135,40.5,30
173635747495875,173635747495875002R,27476,70902,428568,1430,1380,135,40.5,30
173578057408672,173578057408672002R,722,15605,428532,10,17,135,40.5,30
173661679389886,173661679389886004R,457,15605,428532,12,15,135,40.5,30
173670222760462,173670222760462002R,722,15605,428532,10,17,135,40.5,30
173595712852816,173595712852816001R,457,70902,428568,12,15,135,40.5,30
173664133125464,173664133125464001R,722,70902,428568,10,17,135,40.5,30
173682198749400,173682198749400003R,722,13931,428458,10,17,135,40.5,30
173688017715249,173688017715249002R,457,15605,428532,12,15,135,40.5,30
172978629590434,172978629590434031R,722,70902,428568,10,17,135,40.5,30
173671714593536,173671714593536002R,722,70902,428568,10,17,135,40.5,30
173637909897385,173637909897385012R,722,70902,428568,10,17,135,40.5,30
173687423415925,173687423415925043R,722,15605,428532,10,17,135,40.5,30
173663835225509,173663835225509002R,722,13931,428458,10,17,135,40.5,30
173608120299158,173608120299158003R,457,14048,429762,12,15,135,40.5,30
173631158769175,173631158769175003R,722,15605,428532,10,17,135,40.5,30
173665928401644,173665928401644001R,457,15605,428532,12,15,135,40.5,30
173662303905234,173662303905234002R,722,70902,428568,10,17,135,40.5,30
173607734274753,173607734274753001R,457,70902,428568,12,15,135,40.5,30
173579034565802,173579034565802001R,722,70902,428568,10,17,135,40.5,30
173600195709523,173600195709523008R,722,15605,428532,10,17,135,40.5,30
173600195709523,173600195709523007R,722,15605,428532,10,17,135,40.5,30
172966254093531,172966254093531011R,722,70902,428568,10,17,135,40.5,30
173679937458720,173679937458720004R,44063,70902,428568,830,541,135,40.5,30
173636509811106,173636509811106002R,722,15605,428532,10,17,135,40.5,30
173679937458720,173679937458720002R,44063,70902,428568,830,541,135,40.5,30
173671968913549,173671968913549004R,722,70902,428568,10,17,135,40.5,30
173578057408672,173578057408672001R,722,15605,428532,10,17,135,40.5,30
173682198749400,173682198749400002R,722,13931,428458,10,17,135,40.5,30
173681430239176,173681430239176001R,722,13931,428458,10,17,135,40.5,30
173652612907285,173652612907285002R,722,15605,428532,10,17,135,40.5,30
173654784374317,173654784374317001R,722,70902,428568,10,17,135,40.5,30
173669187506848,173669187506848001R,722,15605,428532,10,17,135,40.5,30
173228646445821,173228646445821051R,722,70902,428568,10,17,135,40.5,30
173650156214286,173650156214286002R,722,70902,428568,10,17,135,40.5,30
173635747495875,173635747495875001R,27476,70902,428568,1430,1380,135,40.5,30
173694557290296,173694557290296001R,457,15605,428532,12,15,135,40.5,30
173637909897385,173637909897385022R,722,70902,428568,10,17,135,40.5,30
173310388093736,173310388093736025R,722,15605,428532,10,17,135,40.5,30
173654033351325,173654033351325001R,722,70902,428568,10,17,135,40.5,30
173082825889507,173082825889507011R,722,70902,428568,10,17,135,40.5,30
173637909897385,173637909897385001R,722,70902,428568,10,17,135,40.5,30
173637909897385,173637909897385011R,722,70902,428568,10,17,135,40.5,30
173672107349073,173672107349073002R,722,15605,428532,10,17,135,40.5,30
173595305699355,173595305699355003R,457,15605,428532,12,15,135,40.5,30
173613025507965,173613025507965001R,457,13931,428458,12,15,135,40.5,30
173652612907285,173652612907285025R,722,15605,428532,10,17,135,40.5,30
173228646445821,173228646445821031R,722,70902,428568,10,17,135,40.5,30
173647175784646,173647175784646002R,722,13931,428458,10,17,135,40.5,30
173574778853763,173574778853763001R,722,15605,428532,10,17,135,40.5,30
173637909897385,173637909897385032R,722,70902,428568,10,17,135,40.5,30
173631325413865,173631325413865001R,722,70902,428568,10,17,135,40.5,30
173688527095179,173688527095179002R,722,70902,428568,10,17,135,40.5,30
173654784374317,173654784374317002R,722,70902,428568,10,17,135,40.5,30
173576428691362,173576428691362001R,722,15605,428532,10,17,135,40.5,30
173682198749400,173682198749400004R,722,13931,428458,10,17,135,40.5,30
173689271662374,173689271662374002R,722,70902,428568,10,17,135,40.5,30
173611386312136,173611386312136002R,722,70902,428568,10,17,135,40.5,30
173600195709523,173600195709523001R,722,15605,428532,10,17,135,40.5,30
173669802240293,173669802240293002R,457,15605,428532,12,15,135,40.5,30
173662418860361,173662418860361005R,722,70902,428568,10,17,135,40.5,30
173671056118658,173671056118658001R,722,13931,428458,10,17,135,40.5,30
173631158769175,173631158769175006R,722,15605,428532,10,17,135,40.5,30
173679937458720,173679937458720003R,44063,70902,428568,830,541,135,40.5,30
173671161041507,173671161041507001R,722,70902,428568,10,17,135,40.5,30
173574774620788,173574774620788013R,457,15605,428532,12,15,135,40.5,30
173358990431924,173358990431924007R,2899,15605,428532,262,211,135,40.5,30
173603207290144,173603207290144001R,722,13931,428458,10,17,135,40.5,30
173664029169680,173664029169680002R,722,15605,428532,10,17,135,40.5,30
173652612907285,173652612907285004R,722,15605,428532,10,17,135,40.5,30
173536544967628,173536544967628013R,457,15605,428532,12,15,135,40.5,30
173605463627274,173605463627274003R,457,15605,428532,12,15,135,40.5,30
173681430239176,173681430239176002R,722,13931,428458,10,17,135,40.5,30
172978629590434,172978629590434032R,722,70902,428568,10,17,135,40.5,30
173681046199145,173681046199145002R,722,15605,428532,10,17,135,40.5,30
173593941360239,173593941360239004R,457,70902,428568,12,15,135,40.5,30
173574778853763,173574778853763013R,722,15605,428532,10,17,135,40.5,30
173687115425363,173687115425363002R,457,15605,428532,12,15,135,40.5,30
173647952190932,173647952190932002R,27476,70902,428568,1430,1380,135,40.5,30
173687423415925,173687423415925045R,722,15605,428532,10,17,135,40.5,30
173628065664809,173628065664809002R,722,15605,428532,10,17,135,40.5,30
173650156214286,173650156214286001R,722,70902,428568,10,17,135,40.5,30
173658959552791,173658959552791003R,457,15605,428532,12,15,135,40.5,30
173600195709523,173600195709523005R,722,15605,428532,10,17,135,40.5,30
173687423415925,173687423415925044R,722,15605,428532,10,17,135,40.5,30
173663350126107,173663350126107002R,722,15605,428532,10,17,135,40.5,30
173082825889507,173082825889507001R,722,70902,428568,10,17,135,40.5,30
173614047555611,173614047555611003R,722,13931,428458,10,17,135,40.5,30
173654033351325,173654033351325002R,722,70902,428568,10,17,135,40.5,30
173688527095179,173688527095179001R,722,70902,428568,10,17,135,40.5,30
173632653543257,173632653543257001R,722,13931,428458,10,17,135,40.5,30
173669187506848,173669187506848002R,722,15605,428532,10,17,135,40.5,30
173228646445821,173228646445821081R,722,70902,428568,10,17,135,40.5,30
173688546708042,173688546708042001R,722,70902,428568,10,17,135,40.5,30
173549746857499,173549746857499014R,722,13931,428458,10,17,135,40.5,30
173652612907285,173652612907285028R,722,15605,428532,10,17,135,40.5,30
173627289676296,173627289676296001R,457,15653,430129,12,15,135,40.5,30
173673849944242,173673849944242004R,27476,70902,428568,1430,1380,135,40.5,30
173605439121296,173605439121296019R,457,15605,428532,12,15,135,40.5,30
173610043217346,173610043217346003R,457,15605,428532,12,15,135,40.5,30
173648130088767,173648130088767001R,27476,70902,428568,1430,1380,135,40.5,30
173603910130580,173603910130580001R,722,15605,428532,10,17,135,40.5,30
173673849944242,173673849944242002R,27476,70902,428568,1430,1380,135,40.5,30
173580478605087,173580478605087002R,8975,15620,427031,830,541,99,24.75,25
173034340902583,173034340902583003R,44587,22584,339940,830,541,99,24.75,25
173118159586692,173118159586692005R,457,60609,342165,12,15,99,24.75,25
173590448655829,173590448655829001R,6272,22578,339549,830,541,99,24.75,25
173590448655829,173590448655829002R,6272,22578,339549,830,541,99,24.75,25
173422174808650,173422174808650011R,846,22578,339549,16,69,99,24.75,25
172834055703916,172834055703916001R,457,60609,342165,12,15,99,24.75,25
173624876765115,173624876765115003R,722,61395,414992,10,17,99,24.75,25
173642834718909,173642834718909004R,722,61395,414992,10,17,99,24.75,25
173496847249355,173496847249355001R,722,61426,337348,10,17,99,24.75,25
173118159586692,173118159586692002R,457,60609,342165,12,15,99,24.75,25
173127882796603,173127882796603001R,846,15569,427014,16,69,99,24.75,25
173634873578519,173634873578519001R,457,60608,442003,12,15,99,24.75,25
173422174808650,173422174808650001R,846,22578,339549,16,69,99,24.75,25
173639116176338,173639116176338001R,44587,15569,428491,830,541,99,24.75,25
173623468786730,173623468786730004R,722,61395,414992,10,17,99,24.75,25
173682882010516,173682882010516001R,846,15569,428491,16,69,99,24.75,25
173642834718909,173642834718909003R,722,61395,414992,10,17,99,24.75,25
173576641505872,173576641505872002R,846,22578,339549,16,69,99,24.75,25
173574958699563,173574958699563001R,722,61426,337348,10,17,99,24.75,25
173673426582541,173673426582541003R,846,15569,427014,16,69,99,24.75,25
173127882796603,173127882796603002R,846,15569,427014,16,69,99,24.75,25
172421379318168,172421379318168002R,44587,22578,339549,830,541,99,24.75,25
173600977375040,173600977375040002R,457,60608,442003,12,15,99,24.75,25
173608670860018,173608670860018002R,457,60608,442003,12,15,99,24.75,25
173642834718909,173642834718909001R,722,61395,414992,10,17,99,24.75,25
173127882796603,173127882796603022R,846,15569,427014,16,69,99,24.75,25
173676475239469,173676475239469001R,6710,15569,427014,830,541,99,24.75,25
173634873578519,173634873578519002R,457,60608,442003,12,15,99,24.75,25
173583772227446,173583772227446007R,846,15569,427014,16,69,99,24.75,25
173648863981885,173648863981885001R,44587,15569,428491,830,541,99,24.75,25
173580478605087,173580478605087001R,8975,15620,427031,830,541,99,24.75,25
173695249846461,173695249846461001R,457,60608,442003,12,15,99,24.75,25
173676152660987,173676152660987001R,51832,13904,428481,5316,1010,99,24.75,25
172795399697006,172795399697006001R,457,60609,342165,12,15,99,24.75,25
173624876765115,173624876765115002R,722,61395,414992,10,17,99,24.75,25
173625327369957,173625327369957016R,8480,15569,428491,830,541,99,24.75,25
173623468786730,173623468786730002R,722,61395,414992,10,17,99,24.75,25
173625327369957,173625327369957017R,8480,15569,428491,830,541,99,24.75,25
173583772227446,173583772227446003R,846,15569,427014,16,69,99,24.75,25
173127882796603,173127882796603021R,846,15569,427014,16,69,99,24.75,25
173384276083586,173384276083586012R,8975,15620,427031,830,541,99,24.75,25
173034340902583,173034340902583016R,44587,22584,339940,830,541,99,24.75,25
172919751006155,172919751006155004R,722,61426,337348,10,17,99,24.75,25
173602521632142,173602521632142004R,722,61395,414992,10,17,99,24.75,25
173676152660987,173676152660987005R,51832,13904,428481,5316,1010,99,24.75,25
173644876691433,173644876691433001R,722,61395,441999,10,17,99,24.75,25
173602521632142,173602521632142001R,722,61395,414992,10,17,99,24.75,25
172834055703916,172834055703916002R,457,60609,342165,12,15,99,24.75,25
173118159586692,173118159586692001R,457,60609,342165,12,15,99,24.75,25
172421379318168,172421379318168011R,44587,22578,339549,830,541,99,24.75,25
173583772227446,173583772227446006R,846,15569,427014,16,69,99,24.75,25
172919751006155,172919751006155002R,722,61426,337348,10,17,99,24.75,25
173608670860018,173608670860018003R,457,60608,442003,12,15,99,24.75,25
173384276083586,173384276083586001R,8975,15620,427031,830,541,99,24.75,25
173673426582541,173673426582541001R,846,15569,427014,16,69,99,24.75,25
172919751006155,172919751006155005R,722,61426,337348,10,17,99,24.75,25
173644876691433,173644876691433002R,722,61395,441999,10,17,99,24.75,25
173642834718909,173642834718909002R,722,61395,414992,10,17,99,24.75,25
173608670860018,173608670860018001R,457,60608,442003,12,15,99,24.75,25
173648863981885,173648863981885002R,44587,15569,428491,830,541,99,24.75,25
173384276083586,173384276083586002R,8975,15620,427031,830,541,99,24.75,25
173589961924991,173589961924991001R,45492,13904,428481,830,541,99,24.75,25
173640745373907,173640745373907002R,457,60608,442003,12,15,99,24.75,25
173695251920460,173695251920460001R,457,60608,442003,12,15,99,24.75,25
173569691786760,173569691786760001R,846,22578,339549,16,69,99,24.75,25
173583772227446,173583772227446001R,846,15569,427014,16,69,99,24.75,25
173589961924991,173589961924991002R,45492,13904,428481,830,541,99,24.75,25
173625327369957,173625327369957003R,8480,15569,428491,830,541,99,24.75,25
173602521632142,173602521632142003R,722,61395,414992,10,17,99,24.75,25
172919751006155,172919751006155003R,722,61426,337348,10,17,99,24.75,25
173595199664168,173595199664168016R,6338,22584,339940,830,541,99,24.75,25
173127882796603,173127882796603003R,846,15569,427014,16,69,99,24.75,25
173034340902583,173034340902583018R,44587,22584,339940,830,541,99,24.75,25
173639116176338,173639116176338002R,44587,15569,428491,830,541,99,24.75,25
173616283668215,173616283668215001R,51832,13904,428481,5316,1010,99,24.75,25
173673426582541,173673426582541002R,846,15569,427014,16,69,99,24.75,25
172421379318168,172421379318168001R,44587,22578,339549,830,541,99,24.75,25
173675550341778,173675550341778002R,8975,15620,429875,830,541,99,24.75,25
173625327369957,173625327369957001R,8480,15569,428491,830,541,99,24.75,25
173623468786730,173623468786730001R,722,61395,414992,10,17,99,24.75,25
173607020688664,173607020688664017R,9125,15569,427014,830,541,99,24.75,25
173602521632142,173602521632142002R,722,61395,414992,10,17,99,24.75,25
173118159586692,173118159586692003R,457,60609,342165,12,15,99,24.75,25
173496847249355,173496847249355002R,722,61426,337348,10,17,99,24.75,25
173675550341778,173675550341778001R,8975,15620,429875,830,541,99,24.75,25
173034340902583,173034340902583002R,44587,22584,339940,830,541,99,24.75,25
173422174808650,173422174808650012R,846,22578,339549,16,69,99,24.75,25
173624876765115,173624876765115001R,722,61395,414992,10,17,99,24.75,25
173384276083586,173384276083586011R,8975,15620,427031,830,541,99,24.75,25
173583772227446,173583772227446004R,846,15569,427014,16,69,99,24.75,25
173127882796603,173127882796603023R,846,15569,427014,16,69,99,24.75,25
173422174808650,173422174808650002R,846,22578,339549,16,69,99,24.75,25
173576641505872,173576641505872001R,846,22578,339549,16,69,99,24.75,25
173589961924991,173589961924991003R,45492,13904,428481,830,541,99,24.75,25
173574958699563,173574958699563002R,722,61426,337348,10,17,99,24.75,25
173595813202748,173595813202748002R,44587,15569,427014,830,541,99,24.75,25
173583772227446,173583772227446005R,846,15569,427014,16,69,99,24.75,25
173583772227446,173583772227446002R,846,15569,427014,16,69,99,24.75,25
173127882796603,173127882796603004R,846,15569,427014,16,69,99,24.75,25
173600977375040,173600977375040001R,457,60608,442003,12,15,99,24.75,25
173595813202748,173595813202748001R,44587,15569,427014,830,541,99,24.75,25
173034340902583,173034340902583017R,44587,22584,339940,830,541,99,24.75,25
172601472551768,172601472551768006R,846,22578,339549,16,69,99,24.75,25
172919751006155,172919751006155001R,722,61426,337348,10,17,99,24.75,25
173625327369957,173625327369957002R,8480,15569,428491,830,541,99,24.75,25
173118159586692,173118159586692004R,457,60609,342165,12,15,99,24.75,25
173616283668215,173616283668215005R,51832,13904,428481,5316,1010,99,24.75,25
173676475239469,173676475239469006R,6710,15569,427014,830,541,99,24.75,25
173640745373907,173640745373907001R,457,60608,442003,12,15,99,24.75,25
173625327369957,173625327369957018R,8480,15569,428491,830,541,99,24.75,25
173640745373907,173640745373907003R,457,60608,442003,12,15,99,24.75,25
173623468786730,173623468786730003R,722,61395,414992,10,17,99,24.75,25
173034340902583,173034340902583001R,44587,22584,339940,830,541,99,24.75,25
172795296839950,172795296839950001R,457,60609,342165,12,15,99,24.75,25
173644876691433,173644876691433003R,722,61395,441999,10,17,99,24.75,25
173676519774571,173676519774571001R,6710,15569,427014,830,541,99,24.75,25
172601472551768,172601472551768001R,846,22578,339549,16,69,99,24.75,25
173127882796603,173127882796603024R,846,15569,427014,16,69,99,24.75,25
172421379318168,172421379318168012R,44587,22578,339549,830,541,99,24.75,25
172919751006155,172919751006155006R,722,61426,337348,10,17,99,24.75,25
173625909559492,173625909559492001R,722,61426,415014,10,17,125,31.25,25
173650310051784,173650310051784002R,49055,15605,339946,5021,4341,125,31.25,25
173298027212103,173298027212103001R,2648,81206,408096,156,114,125,31.25,25
173650118563707,173650118563707002R,27476,60608,415009,1430,1380,125,31.25,25
173592966368728,173592966368728003R,722,61426,415014,10,17,125,31.25,25
173650118563707,173650118563707001R,27476,60608,415009,1430,1380,125,31.25,25
173334725215518,173334725215518001R,2648,81206,408096,156,114,125,31.25,25
173615322357703,173615322357703001R,8975,14039,339503,830,541,125,31.25,25
172677111560462,172677111560462001R,2648,81206,408096,156,114,125,31.25,25
173697719999661,173697719999661001R,44063,22886,339225,830,541,125,31.25,25
173617942520466,173617942520466001R,457,60609,415013,12,15,125,31.25,25
173494092057433,173494092057433003R,8975,15650,340104,830,541,125,31.25,25
173573703932733,173573703932733001R,5957,59340,415008,665,674,125,31.25,25
173166521474213,173166521474213002R,2648,81206,408096,156,114,125,31.25,25
173334117935961,173334117935961001R,2648,81206,408096,156,114,125,31.25,25
173617873887520,173617873887520009R,457,60609,415013,12,15,125,31.25,25
173610481320007,173610481320007003R,722,61426,415014,10,17,125,31.25,25
173642513752278,173642513752278001R,846,15605,339946,16,69,125,31.25,25
173032448605816,173032448605816003R,2648,81206,408096,156,114,125,31.25,25
173617873887520,173617873887520017R,457,60609,415013,12,15,125,31.25,25
173593662664993,173593662664993001R,6386,13799,339247,830,541,125,31.25,25
173654033781597,173654033781597001R,457,59337,415015,12,15,125,31.25,25
173660070746472,173660070746472001R,8975,14039,339503,830,541,125,31.25,25
173617291805533,173617291805533002R,722,61426,415014,10,17,125,31.25,25
173634282261525,173634282261525004R,8483,70902,428569,830,541,125,31.25,25
173608822992770,173608822992770001R,457,59340,442000,12,15,125,31.25,25
173666912059532,173666912059532002R,457,59337,415015,12,15,125,31.25,25
173697719999661,173697719999661002R,44063,22886,339225,830,541,125,31.25,25
173263496202894,173263496202894002R,2648,81206,408096,156,114,125,31.25,25
173678308173638,173678308173638004R,722,61426,415014,10,17,125,31.25,25
173290402916948,173290402916948003R,2648,81206,408096,156,114,125,31.25,25
173652021222800,173652021222800001R,5957,60609,415013,665,674,125,31.25,25
173627746778451,173627746778451002R,457,59337,415015,12,15,125,31.25,25
172510408155175,172510408155175001R,2648,81206,408096,156,114,125,31.25,25
173681093619486,173681093619486002R,6353,70902,339835,830,541,125,31.25,25
173643805116258,173643805116258001R,8975,15650,340104,830,541,125,31.25,25
173607492732211,173607492732211002R,5957,60609,415013,665,674,125,31.25,25
173632490113694,173632490113694001R,8975,14039,339503,830,541,125,31.25,25
173627935529598,173627935529598002R,722,61426,415014,10,17,125,31.25,25
172677111560462,172677111560462004R,2648,81206,408096,156,114,125,31.25,25
173635572453462,173635572453462006R,27476,60608,415009,1430,1380,125,31.25,25
173617535662011,173617535662011001R,6611,22886,339225,830,541,125,31.25,25
173600069215823,173600069215823004R,27476,59337,415015,1430,1380,125,31.25,25
173494092057433,173494092057433014R,8975,15650,340104,830,541,125,31.25,25
173617630065478,173617630065478001R,49055,15605,339946,5021,4341,125,31.25,25
173636013821716,173636013821716002R,457,60608,415009,12,15,125,31.25,25
172677111560462,172677111560462005R,2648,81206,408096,156,114,125,31.25,25
173010684473899,173010684473899001R,8480,13799,339247,830,541,125,31.25,25
173608531822722,173608531822722002R,722,61426,415014,10,17,125,31.25,25
173617873887520,173617873887520014R,457,60609,415013,12,15,125,31.25,25
173272359349817,173272359349817001R,2648,81206,408096,156,114,125,31.25,25
173660718153526,173660718153526001R,8975,14039,339503,830,541,125,31.25,25
173616824547687,173616824547687001R,6278,13931,339573,830,541,125,31.25,25
172976959853170,172976959853170002R,457,60608,342013,12,15,125,31.25,25
173010684473899,173010684473899008R,8480,13799,339247,830,541,125,31.25,25
173695374400444,173695374400444001R,6278,15605,339946,830,541,125,31.25,25
173641689129545,173641689129545001R,722,61426,415014,10,17,125,31.25,25
173671423382801,173671423382801001R,722,61426,415014,10,17,125,31.25,25
172773367678771,172773367678771002R,2648,81206,408096,156,114,125,31.25,25
173343371786651,173343371786651001R,2648,81206,408096,156,114,125,31.25,25
173187145339367,173187145339367001R,2648,81206,408096,156,114,125,31.25,25
173668710465343,173668710465343001R,8975,14039,339503,830,541,125,31.25,25
173617942520466,173617942520466008R,457,60609,415013,12,15,125,31.25,25
173659946882690,173659946882690005R,8975,15650,430135,830,541,125,31.25,25
173132612149186,173132612149186001R,2648,81206,408096,156,114,125,31.25,25
172293379876064,172293379876064001R,6257,13799,339247,830,541,125,31.25,25
173652021222800,173652021222800002R,5957,60609,415013,665,674,125,31.25,25
173617873887520,173617873887520019R,457,60609,415013,12,15,125,31.25,25
