vt_group_no,transaction_id,hotel_id,hotel_name,reseller_id,reseller_name,ticket_id,ticketpriceschedule_id,version,order_confirm_date,saleprice,purchaseprice,merchantcommission,distributorcommission,hgscommission,salepriceshouldbe,museumfeeshouldbe,merchantfeeshouldbe,hotelfeeshouldbe,hgsfeeshouldbe,modifiedshouldbe,pricinglevel
173729594268803,173729594268803001R,5960,Evan Evans Tours Ltd CMS ,541,Evan Evans,13916,339528,1,2025-01-19 14:18:05,69,0,0,0,69,69,53.75,0,0,0,2024-11-19 05:40:00,clcsetting
173729594268803,173729594268803002R,5960,Evan Evans Tours Ltd CMS ,541,Evan Evans,13916,339528,1,2025-01-19 14:18:05,69,0,0,0,69,69,53.75,0,0,0,2024-11-19 05:40:00,clcsetting
173725574510647,173725574510647001R,5960,Evan Evans Tours Ltd CMS ,541,Evan Evans,22886,428442,1,2025-01-19 03:09:48,129,0,0,0,129,111,111,111,111,111,2022-02-22 22:22:22,Nosetting
173725574510647,173725574510647002R,5960,Evan Evans Tours Ltd CMS ,541,Evan Evans,22886,428442,1,2025-01-19 03:09:48,129,0,0,0,129,111,111,111,111,111,2022-02-22 22:22:22,Nosetting
173724887074717,173724887074717013R,5960,Evan Evans Tours Ltd CMS ,541,Evan Evans,13805,428900,1,2025-01-19 01:16:08,30,0,0,0,30,111,111,111,111,111,2022-02-22 22:22:22,Nosetting
173724887074717,173724887074717014R,5960,Evan Evans Tours Ltd CMS ,541,Evan Evans,13805,428900,1,2025-01-19 01:16:08,30,0,0,0,30,111,111,111,111,111,2022-02-22 22:22:22,Nosetting
173732613727514,173732613727514002R,5960,Evan Evans Tours Ltd CMS ,541,Evan Evans,15569,428494,1,2025-01-19 22:41:24,94,0,0,0,94,111,111,111,111,111,2022-02-22 22:22:22,Nosetting
173732613727514,173732613727514001R,5960,Evan Evans Tours Ltd CMS ,541,Evan Evans,15569,428494,1,2025-01-19 22:41:24,94,0,0,0,94,111,111,111,111,111,2022-02-22 22:22:22,Nosetting
173724621210619,173724621210619001R,5960,Evan Evans Tours Ltd CMS ,541,Evan Evans,15599,339930,1,2025-01-19 00:35:19,105,0,0,0,105,105,105,0,0,0,2025-01-15 10:16:22,clcsetting
173724621210619,173724621210619002R,5960,Evan Evans Tours Ltd CMS ,541,Evan Evans,15599,339930,1,2025-01-19 00:35:19,105,0,0,0,105,105,105,0,0,0,2025-01-15 10:16:22,clcsetting
173424527556348,173424527556348007R,457,GetYourGuide API,15,GetYourGuide,13829,421823,2,2025-01-19 03:05:00,130,97.5,0,32.5,0,115,86.25,0,28.75,0,2025-01-17 06:02:44,clcsetting
173424527556348,173424527556348002R,457,GetYourGuide API,15,GetYourGuide,13829,421823,2,2024-12-15 06:48:55,130,97.5,0,32.5,0,115,86.25,0,28.75,0,2025-01-17 06:02:44,clcsetting
173424527556348,173424527556348001R,457,GetYourGuide API,15,GetYourGuide,13829,421823,2,2024-12-15 06:48:55,130,97.5,0,32.5,0,115,86.25,0,28.75,0,2025-01-17 06:02:44,clcsetting
173424527556348,173424527556348008R,457,GetYourGuide API,15,GetYourGuide,13829,421823,2,2025-01-19 03:05:00,130,97.5,0,32.5,0,115,86.25,0,28.75,0,2025-01-17 06:02:44,clcsetting
173729883280465,173729883280465003R,5960,Evan Evans Tours Ltd CMS ,541,Evan Evans,15653,430129,1,2025-01-19 15:02:57,135,0,0,0,135,111,111,111,111,111,2022-02-22 22:22:22,Nosetting
173729883280465,173729883280465002R,5960,Evan Evans Tours Ltd CMS ,541,Evan Evans,15653,430129,1,2025-01-19 15:02:57,135,0,0,0,135,111,111,111,111,111,2022-02-22 22:22:22,Nosetting
173729883280465,173729883280465004R,5960,Evan Evans Tours Ltd CMS ,541,Evan Evans,15653,430129,1,2025-01-19 15:02:57,135,0,0,0,135,111,111,111,111,111,2022-02-22 22:22:22,Nosetting
173729883280465,173729883280465001R,5960,Evan Evans Tours Ltd CMS ,541,Evan Evans,15653,430129,1,2025-01-19 15:02:57,135,0,0,0,135,111,111,111,111,111,2022-02-22 22:22:22,Nosetting
173732142846899,173732142846899001R,5960,Evan Evans Tours Ltd CMS ,541,Evan Evans,15605,339949,1,2025-01-19 21:26:25,120,0,0,0,120,120,120,0,0,0,2025-01-13 11:43:53,clcsetting
173727769492213,173727769492213004R,5960,Evan Evans Tours Ltd CMS ,541,Evan Evans,13829,421818,2,2025-01-20 07:50:21,115,0,0,0,75.3,111,111,111,111,111,2022-02-22 22:22:22,Nosetting
173728496417731,173728496417731001R,5960,Evan Evans Tours Ltd CMS ,541,Evan Evans,13829,421818,1,2025-01-19 11:13:40,115,0,0,0,75.3,111,111,111,111,111,2022-02-22 22:22:22,Nosetting
173727769492213,173727769492213001R,5960,Evan Evans Tours Ltd CMS ,541,Evan Evans,13829,421818,2,2025-01-19 09:30:17,115,0,0,0,75.3,111,111,111,111,111,2022-02-22 22:22:22,Nosetting
173707531188858,173707531188858001R,5960,Evan Evans Tours Ltd CMS ,541,Evan Evans,13829,421818,1.1,2025-01-17 01:19:02,115,0,0,0,75.3,111,111,111,111,111,2022-02-22 22:22:22,Nosetting
173608909512303,173608909512303002R,5960,Evan Evans Tours Ltd CMS ,541,Evan Evans,13829,421818,1.1,2025-01-05 15:02:15,115,0,0,0,115,111,111,111,111,111,2022-02-22 22:22:22,Nosetting
173608909512303,173608909512303001R,5960,Evan Evans Tours Ltd CMS ,541,Evan Evans,13829,421818,1.1,2025-01-05 15:02:15,115,0,0,0,115,111,111,111,111,111,2022-02-22 22:22:22,Nosetting
173728123904838,173728123904838001R,5960,Evan Evans Tours Ltd CMS ,541,Evan Evans,13829,421818,1,2025-01-19 10:20:52,115,0,0,0,75.3,111,111,111,111,111,2022-02-22 22:22:22,Nosetting
173732172533444,173732172533444002R,5960,Evan Evans Tours Ltd CMS ,541,Evan Evans,13829,421818,1,2025-01-19 21:28:07,115,0,0,0,75.3,111,111,111,111,111,2022-02-22 22:22:22,Nosetting
173728496417731,173728496417731002R,5960,Evan Evans Tours Ltd CMS ,541,Evan Evans,13829,421818,1,2025-01-19 11:13:40,115,0,0,0,75.3,111,111,111,111,111,2022-02-22 22:22:22,Nosetting
173732172533444,173732172533444001R,5960,Evan Evans Tours Ltd CMS ,541,Evan Evans,13829,421818,1,2025-01-19 21:28:07,115,0,0,0,75.3,111,111,111,111,111,2022-02-22 22:22:22,Nosetting
173728496417731,173728496417731003R,5960,Evan Evans Tours Ltd CMS ,541,Evan Evans,13829,421818,1,2025-01-19 11:13:40,115,0,0,0,75.3,111,111,111,111,111,2022-02-22 22:22:22,Nosetting
173732142846899,173732142846899003R,5960,Evan Evans Tours Ltd CMS ,541,Evan Evans,15605,339946,1,2025-01-19 21:26:25,125,0,0,0,125,125,125,0,0,0,2025-01-13 11:43:53,clcsetting
173731951827903,173731951827903001R,5960,Evan Evans Tours Ltd CMS ,541,Evan Evans,15605,339946,1,2025-01-19 20:52:16,125,0,0,0,125,125,125,0,0,0,2025-01-13 11:43:53,clcsetting
173732142846899,173732142846899004R,5960,Evan Evans Tours Ltd CMS ,541,Evan Evans,15605,339946,1,2025-01-19 21:26:25,125,0,0,0,125,125,125,0,0,0,2025-01-13 11:43:53,clcsetting
173732142846899,173732142846899002R,5960,Evan Evans Tours Ltd CMS ,541,Evan Evans,15605,339946,1,2025-01-19 21:26:25,125,0,0,0,125,125,125,0,0,0,2025-01-13 11:43:53,clcsetting
173724887074717,173724887074717001R,5960,Evan Evans Tours Ltd CMS ,541,Evan Evans,15590,428505,1,2025-01-19 01:16:08,119,0,0,0,119,111,111,111,111,111,2022-02-22 22:22:22,Nosetting
173724887074717,173724887074717002R,5960,Evan Evans Tours Ltd CMS ,541,Evan Evans,15590,428505,1,2025-01-19 01:16:08,119,0,0,0,119,111,111,111,111,111,2022-02-22 22:22:22,Nosetting
