vt_group_no,transaction_id,order_confirm_date,distributorcommission,hotelfeeshouldbe,hotel_id,ticket_id,ticketpriceschedule_id,channel_id,reseller_id,status
172643455572165,172643455572165901R,2024-12-28,37.1,111,5960,0,0,517,541,0
173015026711101,1730150267111019003R,2025-01-30,4.62,111,5960,0,0,517,541,0
173626564880808,1736265648808089001R,2025-01-13,66,111,5960,0,0,517,541,0
173780375711327,1737803757113279001R,2025-01-27,90,111,5963,0,0,517,541,0
173662104984266,1736621049842669001R,2025-01-17,48.75,111,5960,0,0,517,541,0
173602958087277,1736029580872779001R,2025-01-07,33.5,111,5960,0,0,517,541,0
173475262167176,1734752621671769001R,2025-01-25,22,111,5960,0,0,517,541,0
173625726686325,1736257266863259001R,2025-01-10,50.25,111,5960,0,0,517,541,0
173616020114638,1736160201146389001R,2025-01-19,34.5,111,5960,0,0,517,541,0
173015026711101,1730150267111019002R,2025-01-30,4.62,111,5960,0,0,517,541,0
173634594825840,1736345948258409002R,2025-01-13,34.5,111,5960,0,0,517,541,0
173596979740783,1735969797407839001R,2025-01-26,27.5,111,5960,0,0,517,541,0
173805203093589,1738052030935899001R,2025-01-29,17.25,111,5960,0,0,517,541,0
173549884816668,1735498848166689002R,2025-01-07,9.66,111,5960,0,0,517,541,0
173688623215740,1736886232157409001R,2025-01-17,33,111,5960,0,0,517,541,0
173559420048368,1735594200483689001R,2025-01-20,17.5,111,5960,0,0,517,541,0
173160178846992,1731601788469929001R,2025-01-05,34.5,111,5963,0,0,517,541,0
171675078489604,1716750784896049002R,2025-01-09,16.8,111,5960,0,0,517,541,0
173539498649942,1735394986499429001R,2025-01-04,45,111,5963,0,0,517,541,0
173558707415097,1735587074150979001R,2025-01-11,230,111,8942,0,0,517,541,0
173454029229861,1734540292298619001R,2025-01-04,16.1,111,5963,0,0,517,541,0
173160991166568,1731609911665689001R,2025-01-04,46.5,111,5960,0,0,517,541,0
173669426059757,1736694260597579001R,2025-01-14,74.25,111,5960,0,0,517,541,0
173151311685541,1731513116855419001R,2025-01-07,115,111,8942,0,0,517,541,0
173599012657700,1735990126577009001R,2025-01-10,30,111,5963,0,0,517,541,0
173140041351567,1731400413515679001R,2025-01-03,21.7,111,5960,0,0,517,541,0
173746817043649,1737468170436499001R,2025-01-25,75,111,8942,0,0,517,541,0
173029611458289,1730296114582899001R,2025-01-05,115,111,5963,0,0,517,541,0
173480325066667,1734803250666679001R,2025-01-18,13.16,111,5960,0,0,517,541,0
173608909512303,1736089095123039001R,2025-01-19,44,111,5960,0,0,517,541,0
173644387147082,1736443871470829001R,2025-01-12,41.25,111,5960,0,0,517,541,0
173542531097189,1735425310971899001R,2025-01-13,11.5,111,5960,0,0,517,541,0
173645722106805,1736457221068059001R,2025-01-12,55.5,111,5960,0,0,517,541,0
173644387147082,1736443871470829002R,2025-01-12,41.25,111,5960,0,0,517,541,0
173699306751184,1736993067511849001R,2025-01-27,34.5,111,5960,0,0,517,541,0
173701760494984,1737017604949849001R,2025-01-17,66,111,5960,0,0,517,541,0
173361151682111,1733611516821119001R,2025-01-09,13.16,111,5960,0,0,517,541,0
173556855551406,1735568555514069001R,2025-01-07,44,111,5960,0,0,517,541,0
173613129294544,1736131292945449002R,2025-01-10,9.4,111,5960,0,0,517,541,0
173764332832632,1737643328326329001R,2025-01-27,33,111,5960,0,0,517,541,0
173703278202146,1737032782021469001R,2025-01-17,45,111,5963,0,0,517,541,0
173689553915977,1736895539159779001R,2025-01-16,17.25,111,5960,0,0,517,541,0
173558185777702,1735581857777029001R,2025-01-10,14,111,5960,0,0,517,541,0
173696526492254,1736965264922549001R,2025-01-17,81.75,111,5960,0,0,517,541,0
173343117547663,1733431175476639001R,2025-01-25,39.9,111,5960,0,0,517,541,0
173728123904838,1737281239048389001R,2025-01-27,17.25,111,5960,0,0,517,541,0
173738345387514,1737383453875149001R,2025-01-22,60,111,5963,0,0,517,541,0
173762438251851,1737624382518519001R,2025-01-25,60,111,5963,0,0,517,541,0
173668433390445,1736684333904459001R,2025-01-27,33,111,5960,0,0,517,541,0
173628472274619,1736284722746199001R,2025-01-25,34.5,111,5960,0,0,517,541,0
173634594825840,1736345948258409001R,2025-01-13,34.5,111,5960,0,0,517,541,0
173687287318534,1736872873185349001R,2025-01-17,34.5,111,5963,0,0,517,541,0
173724005948106,1737240059481069001R,2025-01-27,17.25,111,5960,0,0,517,541,0
173015026711101,1730150267111019005R,2025-02-01,4.62,111,5960,0,0,517,541,0
173686645355802,1736866453558029001R,2025-01-26,34.5,111,5960,0,0,517,541,0
173641494630580,1736414946305809001R,2025-01-26,34.5,111,5960,0,0,517,541,0
173658008153349,1736580081533499001R,2025-01-12,50.25,111,5960,0,0,517,541,0
173316418230407,1733164182304079001R,2025-01-03,17.5,111,5960,0,0,517,541,0
172978812937621,172978812937621002R,2025-01-06,0,111,5963,15569,427015,517,541,0
173541733166861,173541733166861002R,2025-01-09,0,111,5960,70893,351001,517,541,0
173541733166861,173541733166861001R,2025-01-09,0,111,5960,70893,351001,517,541,0
