mec_id	cat_id	hotel_id	museum_id	product_type	company	rezgo_ticket_id	rezgo_id	rezgo_key	tourcms_tour_id	tourcms_channel_id	tax_value	service_cost	latest_sold_date	shortDesc	eventImage	ticketwithdifferentpricing	saveamount	ticketPrice	pricetext	ticket_net_price	newPrice	totalticketPrice	new_discount_price	is_reservation	agefrom	ageto	ticketType	is_combi_ticket_allowed	is_booking_combi_ticket_allowed	start_date	end_date	extra_text_field	deleted	is_updated	third_party_id	third_party_ticket_id	third_party_parameters
13823	136	347	5807	0	Big Bus Tours London	0	0	lll	0	0	0.00	0	2021-06-19	Big Bus London - Explore Ticket	img_1572275249_1572275263__big-bus_edited.jpg	1	0.00	68.00	68.00	68.00	68.00	68.00	68.00	0	16	99	Adult	0	0	1570204440	1761861540	0	0	0	77	1c6566cf-adb8-49f3-b2ad-6213da747d51	{"third_party_code":"ventrata_platinum_heritage","third_party_account":"ee_big_bus_tours","third_party_ticket_id":"1c6566cf-adb8-49f3-b2ad-6213da747d51","barcode_type":"4","is_combi_ticket_allowed":"0","is_reference_as_code":"1"}
14513	5	347	6020	0	Wembley	0	0	lll	0	0	0.00	0	2021-06-19	Wembley Stadium Tour	img_1695122259_1695122306__fa_wembleytour_selects_26.jpg	1	0.00	25.00	25.00	25.00	25.00	25.00	25.00	0	16	64	Adult	0	0	1570484040	1748728740	0	0	0	51	198780	{"third_party_code":"bokun_css","third_party_account":"bokun_ee","activityid":"198780","rate_id":"1251024","duration":"120"}
14021	121	347	5702	2	Evan Evans Tours Ltd.	0	0	lll	0	0	0.00	0	2021-06-19	Edinburgh, Loch Ness & The Highlands - 3 Day Rail Tour from London (Standard Class)	img_1588261387_1588261557__hexportreestephenbridger20167rs.jpg	1	0.00	999.00	999.00	999.00	999.00	999.00	999.00	0	16	99	Adult	0	0	1570365120	1775001540	0	0	0	0	0	NULL
14102	66	347	5702	0	Evan Evans Tours Ltd.	0	0	lll	0	0	0.00	0	2021-06-19	Stonehenge & Bath Private tour with separate Tour Guide	img_1588591370_1588591458__adobestock_120405486rs.jpg	1	0.00	2199.00	2199.00	2199.00	2199.00	2199.00	2199.00	0	1	99	Adult	0	0	1570388160	1774997940	0	0	0	0	0	NULL
15035	121	347	5702	2	Evan Evans Tours Ltd.	0	0	lll	0	0	0.00	0	2021-06-19	Liverpool & The Beatles Overnight - standard class	img_1578067665_1578067708__BeatlesStoryPepperland.jpg	1	0.00	299.00	299.00	299.00	299.00	299.00	299.00	0	16	99	Adult	0	0	1571871600	1774997940	0	0	0	0	0	NULL
15047	121	347	5702	2	Evan Evans Tours Ltd.	0	0	lll	0	0	0.00	0	2021-06-19	Liverpool & The Beatles Overnight - First Class	img_1570372485_1570372936__45-HQ_edited.jpg	1	0.00	550.00	550.00	550.00	550.00	550.00	550.00	0	16	99	Adult	0	0	1570361640	1774997940	0	0	0	0	0	NULL
15041	121	347	5702	2	Evan Evans Tours Ltd.	0	0	lll	0	0	0.00	0	2021-06-19	Edinburgh - The Royal City with Overnight Stay (standard class)	img_1678882473_1678882489__edinburghview.jpg	1	0.00	439.00	439.00	439.00	439.00	439.00	439.00	0	16	99	Adult	0	0	1570346100	1774997940	0	0	0	0	0	NULL
15092	121	347	5702	2	Evan Evans Tours Ltd.	0	0	lll	0	0	0.00	0	2021-06-19	Edinburgh - The Royal City with Overnight Stay (First Class)	img_1678882951_1678882997__edinburgh1182708.jpg	1	0.00	605.00	605.00	605.00	605.00	605.00	605.00	0	16	99	Adult	0	0	1570349700	1774997940	0	0	0	0	0	NULL
15098	121	347	5702	2	Evan Evans Tours Ltd.	0	0	lll	0	0	0.00	0	2021-06-19	The Lake District - Overnight Tour with Cream Tea & Cruise (Standard Class)	img_1578067042_1578067061__ld4.jpg	1	0.00	405.00	405.00	405.00	405.00	405.00	405.00	0	16	99	Adult	0	0	1570365120	1774997940	0	0	0	0	0	NULL
15707	121	347	5702	2	Evan Evans Tours Ltd.	0	0	lll	0	0	0.00	0	2021-06-19	The Lake District with Cream Tea & Cruise First Class Overnight	img_1571999101_1571999713__40-HQ.jpg	1	0.00	389.00	389.00	389.00	389.00	389.00	389.00	0	12	99	Adult	0	0	1571991900	1666396740	0	0	0	0	0	NULL
14228	5	347	4427	0	Historic Royal Palaces	0	0	lll	0	0	0.00	0	2021-06-19	Hampton Court Palace 	img_1669222798_1669222847___14506_officehcp.jpg	1	0.00	27.20	27.20	27.20	27.20	27.20	27.20	0	18	64	Adult	0	0	1570432860	1734307140	0	0	0	67	TOL.EVN3	{"third_party_code":"vivaticket","third_party_account":"hrp","event_ak":"TOL.EVN3","prio_days":"1"}
