channel_id,catalog_id,catalogkey,channelkey,ticket_id,ticketpriceschedule_id,hotel_prepaid_commission_percentage
10,0,0-340116,10-340116,22634,340116,30
12,0,0-340116,12-340116,22634,340116,30
10,0,0-340117,10-340117,22634,340117,30
12,0,0-340119,12-340119,22634,340119,30
12,0,0-340120,12-340120,22634,340120,30
10,0,0-340122,10-340122,22622,340122,30
12,0,0-340122,12-340122,22622,340122,30
16,0,0-340122,16-340122,22622,340122,25
12,0,0-340123,12-340123,22622,340123,30
16,0,0-340123,16-340123,22622,340123,25
10,0,0-340125,10-340125,22622,340125,30
12,0,0-340126,12-340126,22622,340126,30
10,0,0-340128,10-340128,22618,340128,30
12,0,0-340128,12-340128,22618,340128,30
10,0,0-340129,10-340129,22618,340129,30
1218,0,0-272822,1218-272822,13826,272822,25
1218,0,0-272823,1218-272823,13826,272823,25
830,0,0-341099,830-341099,14258,341099,10
830,0,0-341100,830-341100,14258,341100,10
830,0,0-341101,830-341101,14258,341101,10
262,0,0-341117,262-341117,14078,341117,20
830,0,0-341117,830-341117,14078,341117,20
262,0,0-341118,262-341118,14069,341118,20
262,0,0-341130,262-341130,14120,341130,20
830,0,0-341130,830-341130,14120,341130,20
10,0,0-341163,10-341163,13991,341163,20
12,0,0-341163,12-341163,13991,341163,20
28,0,0-341163,28-341163,13991,341163,20
262,0,0-341163,262-341163,13991,341163,20
262,0,0-341164,262-341164,13991,341164,20
262,0,0-341165,262-341165,13991,341165,20
10,0,0-341167,10-341167,23499,341167,20
12,0,0-341167,12-341167,23499,341167,20
10,0,0-341168,10-341168,23499,341168,20
12,0,0-341168,12-341168,23499,341168,20
10,0,0-341169,10-341169,13982,341169,20
12,0,0-341169,12-341169,13982,341169,20
830,0,0-341169,830-341169,13982,341169,20
830,0,0-341170,830-341170,13982,341170,20
12,0,0-341177,12-341177,13997,341177,20
16,0,0-341177,16-341177,13997,341177,20
262,0,0-341177,262-341177,13997,341177,20
830,0,0-341177,830-341177,13997,341177,20
5021,0,0-341177,5021-341177,13997,341177,20
262,0,0-341178,262-341178,13997,341178,20
12,0,0-341182,12-341182,56241,341182,25
10,0,0-341218,10-341218,13994,341218,20
12,0,0-341218,12-341218,13994,341218,20
16,0,0-341218,16-341218,13994,341218,20
262,0,0-341218,262-341218,13994,341218,20
10,0,0-341219,10-341219,13994,341219,20
12,0,0-341219,12-341219,13994,341219,20
12,0,0-341220,12-341220,13994,341220,20
10,0,0-341223,10-341223,15089,341223,20
12,0,0-341223,12-341223,15089,341223,20
16,0,0-341223,16-341223,15089,341223,20
262,0,0-341286,262-341286,15041,341286,20
262,0,0-341287,262-341287,15041,341287,20
830,0,0-341474,830-341474,14093,341474,20
262,0,0-341912,262-341912,15092,341912,20
262,0,0-341913,262-341913,15092,341913,20
12,0,0-342013,12-342013,60608,342013,25
12,0,0-342020,12-342020,59340,342020,25
12,0,0-342165,12-342165,60609,342165,25
262,0,0-339242,262-339242,61384,339242,30
262,0,0-339243,262-339243,61384,339243,30
262,0,0-339244,262-339244,61384,339244,30
262,0,0-339245,262-339245,61384,339245,30
262,0,0-339246,262-339246,61384,339246,30
262,0,0-314401,262-314401,13796,314401,30
262,0,0-328815,262-328815,13829,328815,25
262,0,0-328810,262-328810,13829,328810,25
156,0,0-328765,156-328765,24857,328765,25
156,0,0-328766,156-328766,24857,328766,25
262,0,0-243119,262-243119,13949,243119,30
262,0,0-339760,262-339760,13952,339760,30
262,0,0-339764,262-339764,13952,339764,30
156,0,0-342020,156-342020,59340,342020,20
156,0,0-342013,156-342013,60608,342013,20
156,0,0-336471,156-336471,59337,336471,20
262,0,0-341126,262-341126,23617,341126,20
262,0,0-275938,262-275938,15035,275938,20
262,0,0-275939,262-275939,15035,275939,20
10,0,0-343130,10-343130,14012,343130,20
12,0,0-343130,12-343130,14012,343130,20
10,0,0-343633,10-343633,14006,343633,20
12,0,0-343633,12-343633,14006,343633,20
262,0,0-343633,262-343633,14006,343633,20
5021,0,0-343638,5021-343638,15224,343638,20
12,0,0-343643,12-343643,14003,343643,20
12,0,0-343648,12-343648,15218,343648,20
28,0,0-328810,28-328810,13829,328810,25
28,0,0-328811,28-328811,13829,328811,25
28,0,0-328815,28-328815,13829,328815,25
517,0,0-345466,517-345466,14342,345466,0
830,0,0-345466,830-345466,14342,345466,15
830,0,0-345467,830-345467,14342,345467,15
517,0,0-339835,517-339835,70902,339835,0
517,0,0-339836,517-339836,70902,339836,0
830,0,0-339835,830-339835,70902,339835,25
830,0,0-339836,830-339836,70902,339836,25
517,0,0-339824,517-339824,70893,339824,0
830,0,0-339824,830-339824,70893,339824,25
830,0,0-339825,830-339825,70893,339825,25
517,0,0-343884,517-343884,71700,343884,0
830,0,0-343888,830-343888,71702,343888,20
830,0,0-343906,830-343906,71712,343906,20
830,0,0-343908,830-343908,71712,343908,20
28,0,0-314395,28-314395,44260,314395,30
28,0,0-243119,28-243119,13949,243119,30
28,0,0-243121,28-243121,13949,243121,30
28,0,0-339762,28-339762,13952,339762,30
28,0,0-339958,28-339958,57036,339958,30
28,0,0-243143,28-243143,13907,243143,30
28,0,0-314401,28-314401,13796,314401,30
28,0,0-314402,28-314402,13796,314402,30
28,0,0-314404,28-314404,13796,314404,30
30,0,0-328810,30-328810,13829,328810,25
12,0,0-349435,12-349435,67434,349435,25
262,0,0-343906,262-343906,71712,343906,20
262,0,0-343912,262-343912,71714,343912,20
262,0,0-343915,262-343915,71715,343915,20
830,0,0-350156,830-350156,50821,350156,0
830,0,0-350157,830-350157,50821,350157,0
830,0,0-350158,830-350158,50821,350158,0
830,0,0-350184,830-350184,47259,350184,0
830,0,0-350185,830-350185,47259,350185,0
1430,0,0-314395,1430-314395,44260,314395,30
1430,0,0-314401,1430-314401,13796,314401,30
830,0,0-350273,830-350273,14078,350273,20
830,0,0-350890,830-350890,14069,350890,20
517,0,0-350902,517-350902,71700,350902,0
517,0,0-350907,517-350907,71702,350907,0
830,0,0-350941,830-350941,23622,350941,20
517,0,0-350949,517-350949,23623,350949,0
12,0,0-339760,12-339760,13952,339760,30
12,0,0-339763,12-339763,13952,339763,30
30,0,0-339835,30-339835,70902,339835,25
30,0,0-350997,30-350997,70902,350997,25
30,0,0-339824,30-339824,70893,339824,25
30,0,0-339825,30-339825,70893,339825,25
12,0,0-314402,12-314402,13796,314402,30
12,0,0-314404,12-314404,13796,314404,30
12,0,0-328810,12-328810,13829,328810,25
12,0,0-328811,12-328811,13829,328811,25
12,0,0-328812,12-328812,13829,328812,25
12,0,0-328815,12-328815,13829,328815,25
12,0,0-328816,12-328816,13829,328816,25
12,0,0-339824,12-339824,70893,339824,30
12,0,0-339825,12-339825,70893,339825,30
12,0,0-351001,12-351001,70893,351001,30
12,0,0-351002,12-351002,70893,351002,30
12,0,0-339835,12-339835,70902,339835,30
12,0,0-339836,12-339836,70902,339836,30
12,0,0-350997,12-350997,70902,350997,30
12,0,0-350998,12-350998,70902,350998,30
10,0,0-314401,10-314401,13796,314401,30
10,0,0-314402,10-314402,13796,314402,30
10,0,0-328810,10-328810,13829,328810,25
10,0,0-351001,10-351001,70893,351001,30
10,0,0-339824,10-339824,70893,339824,30
10,0,0-339825,10-339825,70893,339825,30
0,170444469594635,170444469594635-339242,0-339242,61384,339242,28
830,0,0-357064,830-357064,14366,357064,15
830,0,0-357066,830-357066,14366,357066,15
830,0,0-357068,830-357068,14366,357068,15
10,0,0-339835,10-339835,70902,339835,30
10,0,0-339836,10-339836,70902,339836,30
10,0,0-350997,10-350997,70902,350997,30
28,0,0-358173,28-358173,14165,358173,25
517,0,0-358173,517-358173,14165,358173,0
830,0,0-358173,830-358173,14165,358173,20
28,0,0-358174,28-358174,14165,358174,25
517,0,0-358174,517-358174,14165,358174,0
830,0,0-358174,830-358174,14165,358174,20
28,0,0-358175,28-358175,14165,358175,25
830,0,0-358175,830-358175,14165,358175,20
28,0,0-358176,28-358176,14165,358176,25
830,0,0-358176,830-358176,14165,358176,20
28,0,0-358177,28-358177,14165,358177,25
517,0,0-358177,517-358177,14165,358177,0
830,0,0-358177,830-358177,14165,358177,20
28,0,0-358178,28-358178,14165,358178,25
517,0,0-358178,517-358178,14165,358178,0
830,0,0-358179,830-358179,14165,358179,20
262,0,0-328765,262-328765,24857,328765,25
262,0,0-328766,262-328766,24857,328766,25
12,0,0-328765,12-328765,24857,328765,25
12,0,0-328766,12-328766,24857,328766,25
12,0,0-328770,12-328770,24857,328770,25
12,0,0-328771,12-328771,24857,328771,25
10,0,0-328765,10-328765,24857,328765,25
10,0,0-328766,10-328766,24857,328766,25
10,0,0-328767,10-328767,24857,328767,25
10,0,0-328770,10-328770,24857,328770,25
16,0,0-328705,16-328705,14453,328705,20
0,167715372656153,167715372656153-362453,0-362453,14159,362453,20
140,0,0-362453,140-362453,14159,362453,20
517,0,0-362453,517-362453,14159,362453,0
830,0,0-362453,830-362453,14159,362453,15
0,167715372656153,167715372656153-362454,0-362454,14159,362454,20
140,0,0-362454,140-362454,14159,362454,20
517,0,0-362454,517-362454,14159,362454,0
830,0,0-362454,830-362454,14159,362454,15
0,167715372656153,167715372656153-362455,0-362455,14159,362455,20
830,0,0-362455,830-362455,14159,362455,15
517,0,0-362456,517-362456,14159,362456,0
830,0,0-362456,830-362456,14159,362456,15
16,0,0-362998,16-362998,14456,362998,21
30,0,0-362998,30-362998,14456,362998,21
830,0,0-362998,830-362998,14456,362998,21
30,0,0-362999,30-362999,14456,362999,21
830,0,0-362999,830-362999,14456,362999,21
10,0,0-363000,10-363000,59633,363000,25
517,0,0-363000,517-363000,59633,363000,0
830,0,0-363000,830-363000,59633,363000,21
12,0,0-365985,12-365985,17969,365985,100
830,0,0-365985,830-365985,17969,365985,20
1430,0,0-365985,1430-365985,17969,365985,100
830,0,0-365986,830-365986,17969,365986,20
12,0,0-365988,12-365988,17969,365988,100
517,0,0-354305,517-354305,73023,354305,0
517,0,0-354309,517-354309,73023,354309,0
830,0,0-354305,830-354305,73023,354305,25
830,0,0-366787,830-366787,14231,366787,15
830,0,0-366788,830-366788,14231,366788,15
830,0,0-366789,830-366789,14231,366789,15
830,0,0-366790,830-366790,14231,366790,15
830,0,0-366791,830-366791,14231,366791,15
830,0,0-366792,830-366792,14231,366792,15
517,0,0-367408,517-367408,74797,367408,0
830,0,0-366841,830-366841,74770,366841,20
830,0,0-366842,830-366842,74770,366842,20
517,0,0-373855,517-373855,74950,373855,18.11
16,0,0-341167,16-341167,23499,341167,20
12,0,0-354305,12-354305,73023,354305,30
12,0,0-354306,12-354306,73023,354306,30
12,0,0-354308,12-354308,73023,354308,30
12,0,0-354309,12-354309,73023,354309,30
10,0,0-354305,10-354305,73023,354305,30
10,0,0-366728,10-366728,13850,366728,30
10,0,0-366729,10-366729,13850,366729,30
0,167715372656153,167715372656153-383319,0-383319,14159,383319,20
830,0,0-383319,830-383319,14159,383319,15
12,0,0-366728,12-366728,13850,366728,30
30,0,0-354305,30-354305,73023,354305,25
517,0,0-384498,517-384498,13817,384498,0
830,0,0-384498,830-384498,13817,384498,25
517,0,0-384499,517-384499,13817,384499,0
830,0,0-384499,830-384499,13817,384499,25
830,0,0-384500,830-384500,13817,384500,25
830,0,0-384501,830-384501,13820,384501,25
830,0,0-384502,830-384502,13820,384502,25
830,0,0-384504,830-384504,13823,384504,25
517,0,0-384506,517-384506,13823,384506,0
0,171032708087365,171032708087365-340067,0-340067,15638,340067,25
0,171032708087365,171032708087365-384501,0-384501,13820,384501,25
0,171032708087365,171032708087365-362453,0-362453,14159,362453,15
0,171032708087365,171032708087365-362454,0-362454,14159,362454,15
0,171032708087365,171032708087365-362455,0-362455,14159,362455,15
0,171032708087365,171032708087365-383319,0-383319,14159,383319,15
10,0,0-375135,10-375135,14015,375135,0
517,0,0-387855,517-387855,14153,387855,0
517,0,0-387856,517-387856,14153,387856,0
517,0,0-387858,517-387858,14153,387858,0
517,0,0-387859,517-387859,14153,387859,0
517,0,0-387863,517-387863,14357,387863,0
830,0,0-387863,830-387863,14357,387863,10
830,0,0-388213,830-388213,77619,388213,0
830,0,0-388242,830-388242,77621,388242,0
28,0,0-388242,28-388242,77621,388242,0
28,0,0-388244,28-388244,77621,388244,0
28,0,0-388213,28-388213,77619,388213,0
830,0,0-389628,830-389628,16040,389628,20
830,0,0-389629,830-389629,16040,389629,20
665,0,0-390078,665-390078,14513,390078,15
665,0,0-390079,665-390079,14513,390079,15
830,0,0-390078,830-390078,14513,390078,10
665,0,0-390078,665-390078,14513,390078,15
665,0,0-390079,665-390079,14513,390079,15
665,0,0-390082,665-390082,14513,390082,15
830,0,0-390078,830-390078,14513,390078,10
665,0,0-390078,665-390078,14513,390078,15
665,0,0-390079,665-390079,14513,390079,15
665,0,0-390082,665-390082,14513,390082,15
830,0,0-390078,830-390078,14513,390078,10
665,0,0-390078,665-390078,14513,390078,15
665,0,0-390079,665-390079,14513,390079,15
665,0,0-390082,665-390082,14513,390082,15
830,0,0-390078,830-390078,14513,390078,10
830,0,0-390066,830-390066,77959,390066,25
830,0,0-390067,830-390067,77959,390067,25
12,0,0-390066,12-390066,77959,390066,0
12,0,0-390067,12-390067,77959,390067,0
16,0,0-339835,16-339835,70902,339835,25
16,0,0-350997,16-350997,70902,350997,25
517,0,0-390489,517-390489,77997,390489,0
830,0,0-340699,830-340699,71062,340699,25
12,0,0-362998,12-362998,14456,362998,25
12,0,0-363000,12-363000,59633,363000,25
12,0,0-328705,12-328705,14453,328705,25
0,167715372656153,167715372656153-303526,0-303526,14138,303526,15
0,167715372656153,167715372656153-340699,0-340699,71062,340699,30
10,0,0-390066,10-390066,77959,390066,0
10,0,0-390067,10-390067,77959,390067,0
0,167715372656153,167715372656153-319119,0-319119,26460,319119,25
517,0,0-341099,517-341099,14258,341099,0
517,0,0-285388,517-285388,14495,285388,0
517,0,0-285389,517-285389,14495,285389,0
16,0,0-284478,16-284478,59436,284478,20
5021,0,0-362998,5021-362998,14456,362998,21
10,0,0-285388,10-285388,14495,285388,21
10,0,0-285389,10-285389,14495,285389,21
10,0,0-285390,10-285390,14495,285390,21
10,0,0-285391,10-285391,14495,285391,21
28,0,0-285391,28-285391,14495,285391,21
262,0,0-343883,262-343883,71700,343883,20
262,0,0-343886,262-343886,71702,343886,20
262,0,0-343895,262-343895,71707,343895,20
262,0,0-343899,262-343899,71709,343899,20
665,0,0-285392,665-285392,14495,285392,21
665,0,0-285388,665-285388,14495,285388,21
665,0,0-285389,665-285389,14495,285389,21
517,0,0-341119,517-341119,14069,341119,0
517,0,0-350890,517-350890,14069,350890,0
517,0,0-350899,517-350899,14120,350899,0
28,0,0-390066,28-390066,77959,390066,0
28,0,0-390067,28-390067,77959,390067,0
28,0,0-390068,28-390068,77959,390068,0
1218,0,0-328810,1218-328810,13829,328810,25
28,0,0-339835,28-339835,70902,339835,30
1430,0,0-328810,1430-328810,13829,328810,25
1430,0,0-328815,1430-328815,13829,328815,25
1430,0,0-339824,1430-339824,70893,339824,30
517,0,0-389625,517-389625,13985,389625,0
517,0,0-366728,517-366728,13850,366728,0
517,0,0-366730,517-366730,13850,366730,0
517,0,0-341167,517-341167,23499,341167,0
517,0,0-341168,517-341168,23499,341168,0
517,0,0-274381,517-274381,23512,274381,0
517,0,0-339541,517-339541,14033,339541,0
517,0,0-339544,517-339544,14033,339544,0
517,0,0-339545,517-339545,14033,339545,0
517,0,0-340065,517-340065,15638,340065,0
517,0,0-340067,517-340067,15638,340067,0
517,0,0-340098,517-340098,15653,340098,0
517,0,0-340102,517-340102,15653,340102,0
517,0,0-339237,517-339237,40338,339237,0
517,0,0-341218,517-341218,13994,341218,0
517,0,0-341220,517-341220,13994,341220,0
517,0,0-341177,517-341177,13997,341177,0
517,0,0-339515,517-339515,13844,339515,0
517,0,0-339516,517-339516,13844,339516,0
517,0,0-339518,517-339518,13844,339518,0
517,0,0-339234,517-339234,13685,339234,0
517,0,0-314401,517-314401,13796,314401,0
517,0,0-339247,517-339247,13799,339247,0
517,0,0-339248,517-339248,13799,339248,0
517,0,0-339250,517-339250,13799,339250,0
517,0,0-339456,517-339456,13805,339456,0
517,0,0-339891,517-339891,13904,339891,0
517,0,0-339892,517-339892,13904,339892,0
517,0,0-339894,517-339894,13904,339894,0
517,0,0-339528,517-339528,13916,339528,0
517,0,0-339529,517-339529,13916,339529,0
517,0,0-339531,517-339531,13916,339531,0
517,0,0-339532,517-339532,13916,339532,0
517,0,0-339533,517-339533,13916,339533,0
517,0,0-339734,517-339734,13928,339734,0
517,0,0-339735,517-339735,13928,339735,0
517,0,0-339737,517-339737,13928,339737,0
517,0,0-339738,517-339738,13928,339738,0
517,0,0-339739,517-339739,13928,339739,0
140,0,0-339528,140-339528,13916,339528,28
140,0,0-339734,140-339734,13928,339734,28
517,0,0-339573,517-339573,13931,339573,0
517,0,0-339574,517-339574,13931,339574,0
517,0,0-339576,517-339576,13931,339576,0
517,0,0-339577,517-339577,13931,339577,0
517,0,0-339759,517-339759,13952,339759,0
517,0,0-339760,517-339760,13952,339760,0
517,0,0-339762,517-339762,13952,339762,0
517,0,0-339763,517-339763,13952,339763,0
517,0,0-339952,517-339952,13955,339952,0
517,0,0-339897,517-339897,15566,339897,0
517,0,0-339898,517-339898,15566,339898,0
517,0,0-339899,517-339899,15566,339899,0
517,0,0-339901,517-339901,15566,339901,0
517,0,0-339900,517-339900,15566,339900,0
517,0,0-339909,517-339909,15590,339909,0
517,0,0-339910,517-339910,15590,339910,0
517,0,0-339911,517-339911,15590,339911,0
517,0,0-339912,517-339912,15590,339912,0
517,0,0-339913,517-339913,15590,339913,0
517,0,0-339914,517-339914,15590,339914,0
517,0,0-339927,517-339927,15599,339927,0
517,0,0-339928,517-339928,15599,339928,0
517,0,0-339930,517-339930,15599,339930,0
517,0,0-339931,517-339931,15599,339931,0
517,0,0-339932,517-339932,15599,339932,0
517,0,0-339274,517-339274,15659,339274,0
517,0,0-339549,517-339549,22578,339549,0
517,0,0-339551,517-339551,22578,339551,0
517,0,0-339555,517-339555,22578,339555,0
517,0,0-339557,517-339557,22578,339557,0
517,0,0-339940,517-339940,22584,339940,0
517,0,0-339941,517-339941,22584,339941,0
517,0,0-339943,517-339943,22584,339943,0
517,0,0-339944,517-339944,22584,339944,0
517,0,0-339225,517-339225,22886,339225,0
517,0,0-339226,517-339226,22886,339226,100
517,0,0-339228,517-339228,22886,339228,0
517,0,0-339229,517-339229,22886,339229,0
517,0,0-339751,517-339751,23158,339751,0
517,0,0-339752,517-339752,23158,339752,0
517,0,0-339754,517-339754,23158,339754,0
262,0,0-389625,262-389625,13985,389625,20
1430,0,0-366728,1430-366728,13850,366728,30
517,0,0-339497,517-339497,13832,339497,0
517,0,0-339498,517-339498,13832,339498,0
517,0,0-339500,517-339500,13832,339500,0
517,0,0-339501,517-339501,13832,339501,0
262,0,0-354305,262-354305,73023,354305,30
262,0,0-354309,262-354309,73023,354309,30
10,0,0-403838,10-403838,15038,403838,0
12,0,0-403838,12-403838,15038,403838,0
12,0,0-403839,12-403839,15038,403839,0
12,0,0-375135,12-375135,14015,375135,0
0,167715372656153,167715372656153-405014,0-405014,40628,405014,30
0,167715372656153,167715372656153-319095,0-319095,40652,319095,30
0,167715372656153,167715372656153-405119,0-405119,70971,405119,30
830,0,0-405119,830-405119,70971,405119,25
5021,0,0-401126,5021-401126,79967,401126,0
0,167715372656153,167715372656153-406640,0-406640,25788,406640,20
0,167715372656153,167715372656153-406641,0-406641,25788,406641,20
0,167715372656153,167715372656153-406643,0-406643,25788,406643,20
0,167715372656153,167715372656153-319115,0-319115,26591,319115,25
0,167715372656153,167715372656153-406903,0-406903,26460,406903,25
830,0,0-390154,830-390154,14474,390154,0
830,0,0-320164,830-320164,22043,320164,10
830,0,0-330323,830-330323,25228,330323,100
830,0,0-387855,830-387855,14153,387855,0
830,0,0-387856,830-387856,14153,387856,0
830,0,0-387858,830-387858,14153,387858,0
830,0,0-387859,830-387859,14153,387859,0
830,0,0-319119,830-319119,26460,319119,0
830,0,0-406903,830-406903,26460,406903,0
830,0,0-319306,830-319306,25037,319306,0
830,0,0-406904,830-406904,26460,406904,0
830,0,0-404790,830-404790,25037,404790,0
830,0,0-319115,830-319115,26591,319115,0
830,0,0-406867,830-406867,26591,406867,0
830,0,0-319111,830-319111,40616,319111,0
830,0,0-406868,830-406868,26591,406868,0
830,0,0-404896,830-404896,40616,404896,0
830,0,0-404895,830-404895,40616,404895,0
830,0,0-404897,830-404897,40616,404897,0
830,0,0-406854,830-406854,25848,406854,0
830,0,0-406849,830-406849,25840,406849,0
830,0,0-319209,830-319209,25039,319209,0
830,0,0-319210,830-319210,25039,319210,0
830,0,0-404990,830-404990,25039,404990,0
830,0,0-406640,830-406640,25788,406640,0
830,0,0-406641,830-406641,25788,406641,0
830,0,0-406643,830-406643,25788,406643,0
830,0,0-405014,830-405014,40628,405014,0
830,0,0-319095,830-319095,40652,319095,0
830,0,0-405070,830-405070,40652,405070,0
830,0,0-405056,830-405056,25045,405056,0
830,0,0-405087,830-405087,40642,405087,0
830,0,0-303529,830-303529,19170,303529,0
830,0,0-303530,830-303530,19170,303530,0
0,171640813023962,171640813023962-330323,0-330323,25228,330323,15
0,167715372656153,167715372656153-319306,0-319306,25037,319306,30
0,167715372656153,167715372656153-404790,0-404790,25037,404790,30
0,167715372656153,167715372656153-319209,0-319209,25039,319209,30
0,167715372656153,167715372656153-319210,0-319210,25039,319210,30
0,167715372656153,167715372656153-404990,0-404990,25039,404990,30
0,167715372656153,167715372656153-405056,0-405056,25045,405056,30
0,167715372656153,167715372656153-404895,0-404895,40616,404895,30
0,167715372656153,167715372656153-404897,0-404897,40616,404897,30
0,167715372656153,167715372656153-405087,0-405087,40642,405087,30
0,171640784610681,171640784610681-350184,0-350184,47259,350184,0
0,171640784610681,171640784610681-350185,0-350185,47259,350185,0
0,171640784610681,171640784610681-350156,0-350156,50821,350156,0
0,171640784610681,171640784610681-350157,0-350157,50821,350157,0
0,171640784610681,171640784610681-350158,0-350158,50821,350158,0
0,171640784610681,171640784610681-387855,0-387855,14153,387855,5
0,171640784610681,171640784610681-387856,0-387856,14153,387856,5
0,171640784610681,171640784610681-387858,0-387858,14153,387858,5
0,171640784610681,171640784610681-303554,0-303554,14126,303554,10
0,171640784610681,171640784610681-341099,0-341099,14258,341099,10
0,171640784610681,171640784610681-341100,0-341100,14258,341100,10
0,171640784610681,171640784610681-303505,0-303505,14426,303505,10
0,171640784610681,171640784610681-303519,0-303519,14447,303519,10
0,171640784610681,171640784610681-303484,0-303484,17606,303484,10
0,171640784610681,171640784610681-303529,0-303529,19170,303529,10
0,171640784610681,171640784610681-303530,0-303530,19170,303530,10
0,171640784610681,171640784610681-320164,0-320164,22043,320164,10
0,171640784610681,171640784610681-303512,0-303512,23722,303512,10
0,171640784610681,171640784610681-334652,0-334652,40730,334652,10
0,171640784610681,171640784610681-303501,0-303501,50575,303501,10
0,171640784610681,171640784610681-303548,0-303548,50601,303548,10
0,171640784610681,171640784610681-362453,0-362453,14159,362453,15
0,171640784610681,171640784610681-362454,0-362454,14159,362454,15
0,171640784610681,171640784610681-362455,0-362455,14159,362455,15
0,171640784610681,171640784610681-362456,0-362456,14159,362456,15
0,171640784610681,171640784610681-383319,0-383319,14159,383319,15
0,171640784610681,171640784610681-366790,0-366790,14231,366790,15
0,171640784610681,171640784610681-366792,0-366792,14231,366792,15
0,171640784610681,171640784610681-366791,0-366791,14231,366791,15
0,171640784610681,171640784610681-366789,0-366789,14231,366789,15
0,171640784610681,171640784610681-366788,0-366788,14231,366788,15
0,171640784610681,171640784610681-366787,0-366787,14231,366787,15
0,171640784610681,171640784610681-357064,0-357064,14366,357064,15
0,171640784610681,171640784610681-357066,0-357066,14366,357066,15
0,171640784610681,171640784610681-297579,0-297579,25214,297579,15
0,171640784610681,171640784610681-285391,0-285391,14495,285391,18
0,171640784610681,171640784610681-339497,0-339497,13832,339497,20
0,171640784610681,171640784610681-339498,0-339498,13832,339498,20
0,171640784610681,171640784610681-341177,0-341177,13997,341177,20
0,171640784610681,171640784610681-341117,0-341117,14078,341117,20
0,171640784610681,171640784610681-358173,0-358173,14165,358173,20
0,171640784610681,171640784610681-358174,0-358174,14165,358174,20
0,171640784610681,171640784610681-358175,0-358175,14165,358175,20
0,171640784610681,171640784610681-358176,0-358176,14165,358176,20
0,171640784610681,171640784610681-358177,0-358177,14165,358177,20
0,171640784610681,171640784610681-389628,0-389628,16040,389628,20
0,171640784610681,171640784610681-389629,0-389629,16040,389629,20
0,171640784610681,171640784610681-339057,0-339057,61395,339057,20
0,171640784610681,171640784610681-343888,0-343888,71702,343888,20
0,171640813023962,171640813023962-362453,0-362453,14159,362453,20
0,171640813023962,171640813023962-362454,0-362454,14159,362454,20
0,171640813023962,171640813023962-362455,0-362455,14159,362455,20
0,171640813023962,171640813023962-362456,0-362456,14159,362456,20
0,171640813023962,171640813023962-383319,0-383319,14159,383319,20
0,171640784610681,171640784610681-362998,0-362998,14456,362998,21
0,171640784610681,171640784610681-206384,0-206384,13682,206384,25
0,171640784610681,171640784610681-206386,0-206386,13682,206386,25
0,171640784610681,171640784610681-206390,0-206390,13682,206390,25
0,171640784610681,171640784610681-339231,0-339231,13685,339231,25
0,171640784610681,171640784610681-339232,0-339232,13685,339232,25
0,171640784610681,171640784610681-339234,0-339234,13685,339234,25
0,171640784610681,171640784610681-339247,0-339247,13799,339247,25
0,171640784610681,171640784610681-339250,0-339250,13799,339250,25
0,171640784610681,171640784610681-384498,0-384498,13817,384498,25
0,171640784610681,171640784610681-384499,0-384499,13817,384499,25
0,171640784610681,171640784610681-384500,0-384500,13817,384500,25
0,171640784610681,171640784610681-384501,0-384501,13820,384501,25
0,171640784610681,171640784610681-384502,0-384502,13820,384502,25
0,171640784610681,171640784610681-328810,0-328810,13829,328810,25
0,171640784610681,171640784610681-339515,0-339515,13844,339515,25
0,171640784610681,171640784610681-339528,0-339528,13916,339528,25
0,171640784610681,171640784610681-339529,0-339529,13916,339529,25
0,171640784610681,171640784610681-339531,0-339531,13916,339531,25
0,171640784610681,171640784610681-339734,0-339734,13928,339734,25
0,171640784610681,171640784610681-339735,0-339735,13928,339735,25
0,171640784610681,171640784610681-339737,0-339737,13928,339737,25
0,171640784610681,171640784610681-339573,0-339573,13931,339573,25
0,171640784610681,171640784610681-339576,0-339576,13931,339576,25
0,171640784610681,171640784610681-339759,0-339759,13952,339759,25
0,171640784610681,171640784610681-339760,0-339760,13952,339760,25
0,171640784610681,171640784610681-339762,0-339762,13952,339762,25
0,171640784610681,171640784610681-339547,0-339547,14027,339547,25
0,171640784610681,171640784610681-339548,0-339548,14027,339548,25
0,171640784610681,171640784610681-339552,0-339552,14027,339552,25
0,171640784610681,171640784610681-339554,0-339554,14027,339554,25
0,171640784610681,171640784610681-339541,0-339541,14033,339541,25
0,171640784610681,171640784610681-339503,0-339503,14039,339503,25
0,171640784610681,171640784610681-339506,0-339506,14039,339506,25
0,171640784610681,171640784610681-336994,0-336994,14480,336994,25
0,171640784610681,171640784610681-339897,0-339897,15566,339897,25
0,171640784610681,171640784610681-339898,0-339898,15566,339898,25
0,171640784610681,171640784610681-339900,0-339900,15566,339900,25
0,171640784610681,171640784610681-339902,0-339902,15566,339902,25
0,171640784610681,171640784610681-339909,0-339909,15590,339909,25
0,171640784610681,171640784610681-339910,0-339910,15590,339910,25
0,171640784610681,171640784610681-339912,0-339912,15590,339912,25
0,171640784610681,171640784610681-339913,0-339913,15590,339913,25
0,171640784610681,171640784610681-339927,0-339927,15599,339927,25
0,171640784610681,171640784610681-339946,0-339946,15605,339946,25
0,171640784610681,171640784610681-339947,0-339947,15605,339947,25
0,171640784610681,171640784610681-339949,0-339949,15605,339949,25
