channel_id,catalog_id,catalogkey,channelkey,ticket_id,ticketpriceschedule_id,hotel_prepaid_commission_percentage
1430,0,0-428477,1430-428477,23158,428477,30
1430,0,0-428568,1430-428568,70902,428568,30
1430,0,0-428448,1430-428448,13916,428448,30
1430,0,0-428449,1430-428449,13916,428449,30
1430,0,0-428522,1430-428522,13949,428522,30
1430,0,0-428523,1430-428523,13949,428523,30
1430,0,0-428458,1430-428458,13931,428458,30
1430,0,0-428463,1430-428463,13928,428463,30
1430,0,0-428453,1430-428453,22578,428453,30
1430,0,0-428527,1430-428527,22584,428527,30
12,0,0-438799,12-438799,87659,438799,0
12,0,0-438798,12-438798,87659,438798,0
10,0,0-438793,10-438793,87658,438793,0
10,0,0-438575,10-438575,87594,438575,0
12,0,0-438718,12-438718,87622,438718,0
10,0,0-438529,10-438529,87582,438529,0
10,0,0-438532,10-438532,87582,438532,0
10,0,0-438535,10-438535,87583,438535,0
10,0,0-428602,10-428602,86198,428602,0
10,0,0-428603,10-428603,86198,428603,0
10,0,0-428605,10-428605,86198,428605,0
830,0,0-440479,830-440479,87881,440479,25.64
0,171640808526563,171640808526563-440479,0-440479,87881,440479,25
12,0,0-438890,12-438890,87686,438890,0
12,0,0-438893,12-438893,87686,438893,0
517,0,0-440642,517-440642,87919,440642,0
517,0,0-440645,517-440645,87919,440645,0
517,0,0-440637,517-440637,87918,440637,0
517,0,0-440638,517-440638,87918,440638,0
517,0,0-440641,517-440641,87918,440641,0
830,0,0-440185,830-440185,87824,440185,20
0,173262248452329,173262248452329-363000,0-363000,59633,363000,25
0,173262248452329,173262248452329-433986,0-433986,59633,433986,25
0,173262248452329,173262248452329-433496,0-433496,14453,433496,25
0,173262248452329,173262248452329-433492,0-433492,25362,433492,23
0,173262248452329,173262248452329-433493,0-433493,25362,433493,23
0,173262248452329,173262248452329-407857,0-407857,14504,407857,21
0,173262248452329,173262248452329-407858,0-407858,14504,407858,21
0,173262248452329,173262248452329-339497,0-339497,13832,339497,25
0,173262248452329,173262248452329-339498,0-339498,13832,339498,25
0,173262248452329,173262248452329-339500,0-339500,13832,339500,25
0,173262248452329,173262248452329-339909,0-339909,15590,339909,30
0,173262248452329,173262248452329-339912,0-339912,15590,339912,30
0,173262248452329,173262248452329-341169,0-341169,13982,341169,25
0,173262248452329,173262248452329-341170,0-341170,13982,341170,25
0,173262248452329,173262248452329-339751,0-339751,23158,339751,30
0,173262248452329,173262248452329-339897,0-339897,15566,339897,30
0,173262248452329,173262248452329-339955,0-339955,13955,339955,30
0,173262248452329,173262248452329-303546,0-303546,50601,303546,15
0,173262248452329,173262248452329-303547,0-303547,50601,303547,15
0,173262248452329,173262248452329-362453,0-362453,14159,362453,20
0,173262248452329,173262248452329-362454,0-362454,14159,362454,20
0,173262248452329,173262248452329-362455,0-362455,14159,362455,20
0,173262248452329,173262248452329-383319,0-383319,14159,383319,20
0,173262248452329,173262248452329-339734,0-339734,13928,339734,30
0,173262248452329,173262248452329-427740,0-427740,85998,427740,30
0,173262248452329,173262248452329-437729,0-437729,14300,437729,15
0,173262248452329,173262248452329-437784,0-437784,14258,437784,15
0,173262248452329,173262248452329-421037,0-421037,52867,421037,12
517,0,0-439843,517-439843,87798,439843,0
12,0,0-440618,12-440618,87908,440618,0
10,0,0-440615,10-440615,87907,440615,0
262,0,0-404129,262-404129,15113,404129,0
262,0,0-404129,262-404129,15113,404129,0
262,0,0-404130,262-404130,15113,404130,0
262,0,0-404130,262-404130,15113,404130,0
0,171640784610681,171640784610681-441999,0-441999,61395,441999,20
0,171640808526563,171640808526563-441999,0-441999,61395,441999,25
10,0,0-441999,10-441999,61395,441999,25
517,0,0-441999,517-441999,61395,441999,0
830,0,0-441999,830-441999,61395,441999,20
12,0,0-442000,12-442000,59340,442000,25
665,0,0-442000,665-442000,59340,442000,25
12,0,0-442003,12-442003,60608,442003,25
0,171640784610681,171640784610681-442036,0-442036,67436,442036,20
10,0,0-442036,10-442036,67436,442036,25
517,0,0-442036,517-442036,67436,442036,0
830,0,0-442036,830-442036,67436,442036,20
12,0,0-442037,12-442037,67435,442037,25
665,0,0-442037,665-442037,67435,442037,25
12,0,0-442038,12-442038,67434,442038,25
830,0,0-442038,830-442038,67434,442038,0
517,0,0-442049,517-442049,77997,442049,0
830,0,0-442083,830-442083,88208,442083,0
16,0,0-438572,16-438572,87594,438572,100
16,0,0-438575,16-438575,87594,438575,100
0,171640818641181,171640818641181-442314,0-442314,14228,442314,20
830,0,0-442314,830-442314,14228,442314,15
0,171640818641181,171640818641181-442318,0-442318,14228,442318,20
830,0,0-442318,830-442318,14228,442318,15
0,171640797655057,171640797655057-442320,0-442320,14228,442320,20
830,0,0-442320,830-442320,14228,442320,15
0,171640784610681,171640784610681-442328,0-442328,14228,442328,15
0,171640818641181,171640818641181-442328,0-442328,14228,442328,20
830,0,0-442328,830-442328,14228,442328,15
0,171640818641181,171640818641181-442329,0-442329,14228,442329,20
830,0,0-442329,830-442329,14228,442329,15
0,171640797655057,171640797655057-442335,0-442335,14228,442335,20
0,171640818641181,171640818641181-442335,0-442335,14228,442335,20
830,0,0-442335,830-442335,14228,442335,15
12,0,0-428582,12-428582,77959,428582,0
12,0,0-428582,12-428582,77959,428582,0
12,0,0-428583,12-428583,77959,428583,0
12,0,0-428583,12-428583,77959,428583,0
12,0,0-430743,12-430743,14015,430743,0
12,0,0-430743,12-430743,14015,430743,0
12,0,0-428947,12-428947,79967,428947,0
12,0,0-428947,12-428947,79967,428947,0
12,0,0-428948,12-428948,79967,428948,0
12,0,0-428948,12-428948,79967,428948,0
262,0,0-428947,262-428947,79967,428947,0
262,0,0-428947,262-428947,79967,428947,0
262,0,0-428948,262-428948,79967,428948,0
262,0,0-428948,262-428948,79967,428948,0
262,0,0-428951,262-428951,79970,428951,0
262,0,0-428951,262-428951,79970,428951,0
262,0,0-428952,262-428952,79970,428952,0
262,0,0-428952,262-428952,79970,428952,0
0,171640784610681,171640784610681-450835,0-450835,26458,450835,18
830,0,0-450835,830-450835,26458,450835,0
0,171640784610681,171640784610681-450836,0-450836,26458,450836,18
830,0,0-450836,830-450836,26458,450836,0
0,171640808526563,171640808526563-450848,0-450848,14495,450848,21
830,0,0-285388,830-285388,14495,285388,18
830,0,0-450848,830-450848,14495,450848,18
0,171640808526563,171640808526563-450849,0-450849,14495,450849,21
830,0,0-285389,830-285389,14495,285389,18
830,0,0-450849,830-450849,14495,450849,18
0,171640808526563,171640808526563-450851,0-450851,14495,450851,21
830,0,0-285390,830-285390,14495,285390,18
830,0,0-450851,830-450851,14495,450851,18
0,171640781409394,171640781409394-450859,0-450859,14153,450859,0
0,171640784610681,171640784610681-450859,0-450859,14153,450859,5
0,171640797655057,171640797655057-450859,0-450859,14153,450859,5
0,171640808526563,171640808526563-450859,0-450859,14153,450859,5
0,171640818641181,171640818641181-450859,0-450859,14153,450859,5
517,0,0-450859,517-450859,14153,450859,0
830,0,0-450859,830-450859,14153,450859,0
0,171640781409394,171640781409394-450860,0-450860,14153,450860,0
0,171640784610681,171640784610681-450860,0-450860,14153,450860,5
0,171640797655057,171640797655057-450860,0-450860,14153,450860,5
0,171640808526563,171640808526563-450860,0-450860,14153,450860,5
517,0,0-450860,517-450860,14153,450860,0
830,0,0-450860,830-450860,14153,450860,0
0,171640784610681,171640784610681-450861,0-450861,14153,450861,5
0,171640797655057,171640797655057-450861,0-450861,14153,450861,5
0,171640808526563,171640808526563-450861,0-450861,14153,450861,5
517,0,0-450861,517-450861,14153,450861,0
830,0,0-450861,830-450861,14153,450861,5
0,171640784610681,171640784610681-450862,0-450862,14153,450862,5
0,171640808526563,171640808526563-450862,0-450862,14153,450862,5
517,0,0-450862,517-450862,14153,450862,0
830,0,0-450862,830-450862,14153,450862,0
517,0,0-450863,517-450863,14153,450863,0
0,171640784610681,171640784610681-450864,0-450864,14357,450864,10
517,0,0-450864,517-450864,14357,450864,0
830,0,0-450864,830-450864,14357,450864,10
517,0,0-450865,517-450865,14357,450865,0
0,171640808526563,171640808526563-450867,0-450867,14357,450867,15
517,0,0-450867,517-450867,14357,450867,0
830,0,0-450867,830-450867,14357,450867,10
0,171640784610681,171640784610681-451273,0-451273,74797,451273,10
830,0,0-451273,830-451273,74797,451273,10
0,171640784610681,171640784610681-451274,0-451274,74797,451274,10
830,0,0-451274,830-451274,74797,451274,10
0,171640781409394,171640781409394-451286,0-451286,14498,451286,0
830,0,0-451286,830-451286,14498,451286,15
0,171640808526563,171640808526563-451293,0-451293,14492,451293,15
0,171640813023962,171640813023962-451293,0-451293,14492,451293,15
830,0,0-451293,830-451293,14492,451293,15
0,171640781409394,171640781409394-451299,0-451299,14480,451299,0
830,0,0-451299,830-451299,14480,451299,25
830,0,0-451574,830-451574,14489,451574,15
0,171640784610681,171640784610681-451576,0-451576,14486,451576,15
0,171640808526563,171640808526563-451576,0-451576,14486,451576,15
517,0,0-451576,517-451576,14486,451576,0
830,0,0-451576,830-451576,14486,451576,0
0,171640784610681,171640784610681-451577,0-451577,14486,451577,15
830,0,0-451577,830-451577,14486,451577,0
517,0,0-428552,517-428552,13961,428552,100
517,0,0-428553,517-428553,13961,428553,100
517,0,0-428555,517-428555,13961,428555,100
517,0,0-428541,517-428541,13955,428541,100
517,0,0-428542,517-428542,13955,428542,100
517,0,0-428544,517-428544,13955,428544,100
517,0,0-428545,517-428545,13955,428545,100
517,0,0-428448,517-428448,13916,428448,100
517,0,0-428449,517-428449,13916,428449,100
517,0,0-428481,517-428481,13904,428481,100
517,0,0-428482,517-428482,13904,428482,100
517,0,0-428484,517-428484,13904,428484,100
517,0,0-428463,517-428463,13928,428463,100
517,0,0-428464,517-428464,13928,428464,100
517,0,0-428466,517-428466,13928,428466,100
5316,0,0-427740,5316-427740,85998,427740,100
5316,0,0-433465,5316-433465,86245,433465,100
5316,0,0-440475,5316-440475,87880,440475,100
5316,0,0-440481,5316-440481,87882,440481,100
5316,0,0-440479,5316-440479,87881,440479,100
5316,0,0-440615,5316-440615,87907,440615,100
830,0,0-421823,830-421823,13829,421823,20
830,0,0-421827,830-421827,13829,421827,20
517,0,0-421819,517-421819,13829,421819,0
517,0,0-455594,517-455594,90077,455594,0
0,171640784610681,171640784610681-457388,0-457388,49439,457388,0
830,0,0-457388,830-457388,49439,457388,0
156,0,0-421818,156-421818,13829,421818,25
156,0,0-421818,156-421818,13829,421818,25
0,171640784610681,171640784610681-457630,0-457630,51760,457630,0
830,0,0-457630,830-457630,51760,457630,0
0,171640784610681,171640784610681-457663,0-457663,14165,457663,20
0,171640784610681,171640784610681-457662,0-457662,14165,457662,20
28,0,0-457663,28-457663,14165,457663,25
830,0,0-457663,830-457663,14165,457663,20
28,0,0-457662,28-457662,14165,457662,25
830,0,0-457662,830-457662,14165,457662,20
0,171640797655057,171640797655057-457665,0-457665,14165,457665,25
28,0,0-457665,28-457665,14165,457665,25
830,0,0-457665,830-457665,14165,457665,20
0,171640784610681,171640784610681-457666,0-457666,14165,457666,20
28,0,0-457666,28-457666,14165,457666,25
830,0,0-457666,830-457666,14165,457666,20
28,0,0-457667,28-457667,14165,457667,25
28,0,0-457667,28-457667,14165,457667,25
0,171640784610681,171640784610681-458302,0-458302,61227,458302,0
830,0,0-458302,830-458302,61227,458302,0
156,0,0-421819,156-421819,13829,421819,25
156,0,0-421824,156-421824,13829,421824,25
156,0,0-421828,156-421828,13829,421828,25
156,0,0-422870,156-422870,13829,422870,25
156,0,0-454863,156-454863,13829,454863,25
156,0,0-454865,156-454865,13829,454865,25
156,0,0-421823,156-421823,13829,421823,25
156,0,0-421827,156-421827,13829,421827,25
156,0,0-422869,156-422869,13829,422869,25
156,0,0-454862,156-454862,13829,454862,25
12,0,0-454863,12-454863,13829,454863,25
12,0,0-454864,12-454864,13829,454864,25
12,0,0-454865,12-454865,13829,454865,25
12,0,0-454966,12-454966,13829,454966,25
12,0,0-454862,12-454862,13829,454862,25
12,0,0-454965,12-454965,13829,454965,25
12,0,0-454985,12-454985,13829,454985,25
12,0,0-454461,12-454461,52565,454461,25
12,0,0-454460,12-454460,52565,454460,25
12,0,0-456374,12-456374,54475,456374,25
12,0,0-456373,12-456373,54475,456373,25
10,0,0-454863,10-454863,13829,454863,25
10,0,0-454864,10-454864,13829,454864,25
10,0,0-454966,10-454966,13829,454966,25
10,0,0-454982,10-454982,13829,454982,25
10,0,0-454862,10-454862,13829,454862,25
10,0,0-454965,10-454965,13829,454965,25
10,0,0-454971,10-454971,13829,454971,25
10,0,0-454981,10-454981,13829,454981,25
10,0,0-454985,10-454985,13829,454985,25
30,0,0-454863,30-454863,13829,454863,25
30,0,0-454864,30-454864,13829,454864,25
30,0,0-454865,30-454865,13829,454865,25
30,0,0-454966,30-454966,13829,454966,25
30,0,0-454972,30-454972,13829,454972,25
30,0,0-454862,30-454862,13829,454862,25
30,0,0-454965,30-454965,13829,454965,25
30,0,0-454971,30-454971,13829,454971,25
14,0,0-454863,14-454863,13829,454863,25
14,0,0-454864,14-454864,13829,454864,25
14,0,0-454862,14-454862,13829,454862,25
28,0,0-454863,28-454863,13829,454863,25
28,0,0-454862,28-454862,13829,454862,25
16,0,0-454862,16-454862,13829,454862,25
262,0,0-454863,262-454863,13829,454863,25
262,0,0-454864,262-454864,13829,454864,25
262,0,0-454862,262-454862,13829,454862,25
665,0,0-454863,665-454863,13829,454863,20
665,0,0-454972,665-454972,13829,454972,20
665,0,0-454978,665-454978,13829,454978,20
665,0,0-454862,665-454862,13829,454862,20
665,0,0-454971,665-454971,13829,454971,20
665,0,0-454977,665-454977,13829,454977,20
1218,0,0-454863,1218-454863,13829,454863,25
1218,0,0-454862,1218-454862,13829,454862,25
1430,0,0-454863,1430-454863,13829,454863,25
1430,0,0-454972,1430-454972,13829,454972,25
1430,0,0-454990,1430-454990,13829,454990,25
1430,0,0-454862,1430-454862,13829,454862,25
1430,0,0-454965,1430-454965,13829,454965,25
1430,0,0-454971,1430-454971,13829,454971,25
1430,0,0-454989,1430-454989,13829,454989,25
5157,0,0-454966,5157-454966,13829,454966,25
5157,0,0-454862,5157-454862,13829,454862,25
5157,0,0-454965,5157-454965,13829,454965,25
0,171640784610681,171640784610681-454971,0-454971,13829,454971,25
0,171640784610681,171640784610681-454966,0-454966,13829,454966,25
0,171640784610681,171640784610681-454965,0-454965,13829,454965,25
0,171640784610681,171640784610681-454863,0-454863,13829,454863,25
0,171640784610681,171640784610681-454862,0-454862,13829,454862,25
0,171640797655057,171640797655057-454972,0-454972,13829,454972,25
0,171640797655057,171640797655057-454971,0-454971,13829,454971,25
0,171640797655057,171640797655057-454862,0-454862,13829,454862,25
0,171640808526563,171640808526563-454978,0-454978,13829,454978,25
0,171640808526563,171640808526563-454977,0-454977,13829,454977,25
0,171640808526563,171640808526563-454966,0-454966,13829,454966,25
0,171640808526563,171640808526563-454965,0-454965,13829,454965,25
0,171640808526563,171640808526563-454863,0-454863,13829,454863,25
0,171640808526563,171640808526563-454862,0-454862,13829,454862,25
0,167715372656153,167715372656153-454965,0-454965,13829,454965,25
0,171640781409394,171640781409394-452293,0-452293,74950,452293,0
0,171640784610681,171640784610681-428841,0-428841,15038,428841,20
0,171640784610681,171640784610681-303543,0-303543,23445,303543,10
0,171640784610681,171640784610681-303544,0-303544,23445,303544,10
0,171640784610681,171640784610681-303545,0-303545,23445,303545,10
0,171640784610681,171640784610681-411063,0-411063,81787,411063,25
0,171640784610681,171640784610681-411064,0-411064,81787,411064,25
0,171640784610681,171640784610681-411066,0-411066,81787,411066,25
0,171640784610681,171640784610681-432781,0-432781,86895,432781,10
